t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
6080,98889,23.01,-0.00,0.03,1.03,0
6120,98949,22.99,0.01,0.02,1.01,0
6160,98895,23.06,-0.01,-0.01,1.01,0
6200,98754,23.03,0.00,0.00,1.00,0
6240,98625,23.00,0.02,0.01,1.03,0
6280,98552,23.05,-0.00,0.00,1.01,0
6320,98438,22.95,-0.01,0.02,1.00,0
6360,98251,23.02,-0.02,-0.02,0.98,0
6400,98065,22.94,-0.00,-0.00,1.01,0
6440,97987,23.07,-0.02,0.00,1.02,0
6480,98021,22.98,0.00,-0.00,0.99,0
6520,98062,23.00,0.00,-0.01,0.99,0
6560,98013,22.96,-0.01,-0.02,1.00,0
6600,97918,22.88,0.00,0.03,1.00,0
6640,97851,23.01,0.01,-0.02,1.01,0
6680,97814,22.94,-0.01,-0.00,0.99,0
6720,97695,22.97,0.00,0.00,0.99,0
6760,97488,23.01,-0.00,0.01,1.02,0
6800,97277,23.01,0.00,0.00,1.00,0
6840,97180,22.97,0.01,-0.01,1.01,0
6880,97186,23.02,0.01,-0.01,1.02,0
6920,97191,22.93,-0.00,0.01,1.00,0
6960,97127,22.93,0.02,-0.00,1.00,0
7000,97063,23.05,-0.00,0.01,0.98,0
7040,97060,23.00,0.01,0.00,1.01,0
7080,97063,23.01,0.01,0.01,1.01,0
7120,96972,23.01,0.01,-0.02,1.03,0
7160,96756,22.99,0.01,0.01,0.98,0
7200,96549,23.08,-0.01,-0.01,1.01,0
7240,96439,23.14,-0.00,-0.02,0.96,0
7280,96404,23.05,0.00,-0.00,0.97,0
7320,96364,23.00,0.00,0.01,1.02,0
7360,96270,23.00,0.00,0.01,1.00,0
7400,96233,23.07,0.01,0.02,1.01,0
7440,96267,22.95,0.01,0.00,1.02,0
7480,96302,23.06,-0.00,0.01,0.99,0
7520,96237,23.00,-0.00,0.01,0.99,0
7560,96045,23.06,-0.01,0.00,1.01,0
7600,95848,23.01,0.00,0.01,1.00,0
7640,95743,22.96,-0.01,0.00,0.97,0
7680,95680,23.01,0.00,0.02,1.01,0
7720,95582,22.96,-0.00,0.01,1.04,0
7760,95457,23.03,-0.01,0.01,0.99,0
7800,95405,23.10,-0.01,0.00,1.01,0
7840,95472,23.05,-0.00,0.01,1.02,0
7880,95529,22.98,-0.01,-0.00,0.99,0
7920,95478,22.95,0.00,-0.01,0.99,0
7960,95317,22.96,-0.02,0.01,0.99,0
8000,95189,22.97,0.00,-0.02,0.99,0
8040,95093,22.99,0.02,-0.00,1.00,0
8080,94999,23.06,0.01,0.01,0.99,0
8120,94847,22.99,0.01,-0.00,0.98,0
8160,94688,22.93,-0.00,-0.01,1.00,0
8200,94636,22.98,-0.00,-0.00,0.99,0
8240,94691,22.99,-0.02,-0.00,1.01,0
8280,94754,22.98,0.00,-0.01,1.00,0
8320,94709,22.95,0.00,-0.01,1.01,0
8360,94609,23.00,-0.00,0.00,1.02,0
8400,94513,22.94,0.01,-0.01,1.00,0
8440,94451,23.00,0.01,-0.00,0.98,0
8480,94357,23.00,-0.01,-0.00,1.00,0
8520,94164,22.94,0.01,-0.00,1.03,0
8560,93974,22.96,-0.01,0.00,1.01,0
8600,93901,23.07,0.01,-0.01,1.00,0
8640,93938,22.93,0.02,-0.00,1.01,0
8680,93966,22.98,0.00,0.01,1.01,0
8720,93933,23.00,-0.01,0.00,0.99,0
8760,93864,22.99,-0.00,-0.02,1.02,0
8800,93833,22.94,0.02,0.01,1.01,0
8840,93815,23.02,-0.00,-0.01,1.00,0
8880,93721,22.99,0.00,-0.01,1.00,0
8920,93519,22.98,-0.01,0.01,0.99,0
8960,93324,22.91,-0.01,0.01,1.02,0
9000,93220,23.06,-0.01,-0.00,1.01,0
9040,93229,23.03,-0.01,-0.01,1.00,0
9080,93219,23.01,0.01,-0.02,0.98,0
9120,93165,23.03,0.00,0.01,1.00,0
9160,93125,22.98,-0.00,-0.00,1.01,0
9200,93145,23.01,0.00,-0.00,0.99,0
9240,93170,22.96,0.00,-0.01,0.99,0
9280,93094,23.00,0.02,0.01,0.98,0
9320,92895,23.01,0.00,-0.00,0.99,0
9360,92701,22.96,0.01,-0.01,0.99,0
9400,92606,22.98,-0.02,0.00,1.01,0
9440,92574,23.00,0.00,-0.00,1.01,0
9480,92512,23.01,0.00,-0.00,1.02,0
9520,92420,22.98,-0.02,-0.02,1.02,0
9560,92391,23.13,-0.01,0.00,1.01,0
9600,92453,23.00,-0.00,0.01,1.02,0
9640,92501,22.93,0.02,0.01,1.02,0
9680,92453,23.01,0.01,0.01,1.01,0
9720,92284,22.97,0.01,-0.02,1.01,0
9760,92123,23.03,0.01,-0.01,1.02,0
9800,92029,22.96,-0.02,0.01,1.02,0
9840,91960,23.07,0.01,0.00,1.01,0
9880,91842,22.95,0.02,-0.01,0.99,0
9920,91726,22.99,0.00,-0.01,1.01,0
9960,91681,22.98,-0.01,-0.01,1.00,0
10000,91758,23.02,-0.00,0.01,0.99,0
10040,91827,23.00,-0.01,-0.00,1.02,0
10080,91790,23.02,-0.01,0.02,1.00,0
10120,91662,22.97,0.00,0.01,0.98,0
10160,91543,22.97,-0.00,-0.02,1.01,0
10200,91477,23.02,0.00,-0.02,1.01,0
10240,91390,23.03,0.01,0.00,0.99,0
10280,91232,23.00,-0.01,-0.01,1.00,0
10320,91069,23.05,0.00,0.00,1.02,0
10360,91020,22.93,0.00,0.01,1.00,0
10400,91077,22.98,0.02,0.01,1.00,0
10440,91136,23.02,0.01,-0.01,1.01,0
10480,91112,23.05,-0.00,0.01,0.98,0
10520,91025,23.02,0.01,-0.02,1.01,0
10560,90973,23.00,-0.00,-0.00,1.00,0
10600,90939,23.02,-0.00,0.00,0.97,0
10640,90845,22.99,-0.01,-0.00,0.99,0
10680,90666,23.00,0.00,0.01,1.01,0
10720,90471,23.03,-0.02,0.01,1.00,0
10760,90395,22.97,0.01,0.00,1.01,0
10800,90429,23.02,0.01,0.03,0.99,0
10840,90460,23.05,0.01,-0.01,1.00,0
10880,90428,23.00,-0.00,-0.00,1.01,0
10920,90383,22.98,-0.02,0.01,1.00,0
10960,90383,22.97,-0.00,0.00,1.02,0
11000,90396,22.93,0.00,0.01,0.97,0
11040,90321,23.02,0.01,0.00,1.01,0
11080,90118,23.01,-0.00,-0.02,1.02,0
11120,89929,22.98,-0.01,0.01,0.99,0
11160,89838,23.02,-0.01,0.01,1.00,0
11200,89835,23.03,-0.00,-0.01,0.99,0
11240,89817,23.00,-0.01,-0.02,1.00,0
11280,89756,22.94,0.01,0.00,1.00,0
11320,89724,23.04,0.01,0.01,0.99,0
11360,89778,22.96,0.00,-0.01,1.00,0
11400,89825,23.02,-0.00,0.00,0.99,0
11440,89766,22.98,-0.01,0.01,1.00,0
11480,89587,23.02,-0.01,-0.02,1.02,0
11520,89418,22.94,-0.00,-0.00,0.99,0
11560,89321,23.05,-0.00,-0.02,0.99,0
11600,89281,22.98,0.00,-0.01,1.00,0
11640,89205,23.09,-0.00,0.01,1.00,0
11680,89112,22.98,0.01,0.00,1.00,0
11720,89093,23.01,-0.02,0.01,0.98,0
11760,89163,22.97,0.00,-0.01,0.97,0
11800,89243,23.03,-0.00,-0.01,1.02,0
11840,89199,22.90,-0.02,-0.03,0.98,0
11880,89064,22.96,0.02,-0.01,1.00,0
11920,88923,23.02,0.00,-0.01,1.00,0
11960,88848,22.96,-0.01,0.00,1.00,0
12000,88771,22.95,-0.01,0.01,1.01,0
12040,88650,23.00,0.02,-0.00,1.02,0
12080,88511,22.96,0.01,-0.01,1.01,0
12120,88485,22.95,-0.01,-0.00,1.02,0
12160,88557,23.02,0.00,0.00,0.97,0
12200,88638,22.89,0.00,-0.01,0.99,0
12240,88618,23.02,0.01,-0.01,0.99,0
12280,88509,23.05,-0.01,0.01,0.98,0
12320,88429,22.92,0.01,-0.01,1.00,0
12360,88384,23.00,0.01,-0.01,1.00,0
12400,88299,23.01,0.00,-0.00,1.01,0
12440,88126,23.02,0.02,0.03,0.99,0
12480,87962,22.99,0.01,-0.01,1.02,0
12520,87916,23.01,0.00,-0.00,0.99,0
12560,87971,23.00,-0.01,-0.01,1.00,0
12600,88038,23.02,-0.00,-0.00,0.99,0
12640,88015,22.98,0.01,-0.01,1.01,0
12680,87953,23.02,-0.01,0.00,0.99,0
12720,87932,22.98,0.00,-0.02,1.00,0
12760,87920,23.13,-0.02,-0.01,0.99,0
12800,87841,23.03,0.00,0.02,1.00,0
12840,87650,22.97,0.00,0.01,1.00,0
12880,87470,23.03,-0.01,0.01,1.00,0
12920,87399,22.92,-0.00,0.00,0.99,0
12960,87429,22.98,-0.00,0.01,1.00,0
13000,87442,22.99,0.01,0.01,1.02,0
13040,87415,22.98,0.01,0.01,1.00,0
13080,87387,23.05,0.00,0.01,0.99,0
13120,87409,22.90,0.01,0.01,1.00,0
13160,87439,22.97,-0.00,-0.01,0.99,0
13200,87378,23.00,0.00,-0.01,1.01,0
13240,87207,22.97,-0.01,0.01,1.00,0
13280,87024,23.01,0.00,0.01,1.01,0
13320,86927,22.98,0.00,0.02,0.99,0
13360,86926,23.10,-0.00,-0.00,1.01,0
13400,86894,23.03,0.00,0.01,0.98,0
13440,86826,22.96,-0.00,-0.01,1.00,0
13480,86809,22.94,-0.00,-0.01,0.97,0
13520,86878,23.00,0.01,0.02,1.01,0
13560,86949,22.95,-0.02,0.00,1.00,0
13600,86898,22.94,-0.02,-0.01,1.01,0
13640,86749,22.98,0.01,0.01,1.02,0
13680,86587,22.99,0.01,-0.01,0.99,0
13720,86515,23.06,0.00,-0.00,1.00,0
13760,86466,23.00,0.01,-0.01,1.00,0
13800,86376,22.97,0.01,0.01,1.00,0
13840,86280,22.96,-0.02,0.01,1.00,0
13880,86250,23.02,-0.00,0.00,0.97,0
13920,86337,23.02,-0.00,-0.01,0.97,0
13960,86429,23.02,0.01,-0.01,1.00,0
14000,86400,22.94,0.01,0.01,0.98,0
14040,86283,23.12,0.01,-0.01,0.99,0
14080,86175,23.02,-0.00,-0.02,0.99,0
14120,86117,23.06,-0.00,-0.00,0.98,0
14160,86039,23.00,0.00,-0.01,1.00,0
14200,85903,23.13,0.01,-0.00,1.01,0
14240,85769,22.90,-0.00,0.00,1.02,0
14280,85735,22.98,-0.02,0.00,0.98,0
14320,85814,23.04,-0.00,-0.00,1.00,0
14360,85893,22.92,-0.02,-0.01,0.98,0
14400,85882,23.00,-0.00,-0.01,0.97,0
14440,85804,23.07,-0.01,-0.02,1.02,0
14480,85752,23.08,0.01,0.01,0.99,0
14520,85723,23.00,-0.01,-0.02,1.02,0
14560,85645,22.91,0.02,-0.00,0.99,0
14600,85483,23.01,-0.00,0.01,0.99,0
14640,85310,23.09,0.00,0.00,1.03,0
14680,85262,23.02,0.02,0.00,1.01,0
14720,85313,23.08,0.00,-0.01,1.00,0
14760,85362,23.03,0.00,0.02,1.01,0
14800,85347,23.01,-0.01,-0.00,1.02,0
14840,85305,22.96,0.01,0.01,0.97,0
14880,85311,22.91,0.01,-0.01,1.03,0
14920,85332,22.98,-0.00,0.00,1.00,0
14960,85260,23.03,0.00,0.00,0.98,0
15000,85082,22.94,0.01,-0.01,1.01,0
15040,84901,23.03,-0.00,0.00,1.00,0
15080,84829,23.00,0.01,0.01,1.02,0
15120,84849,22.97,0.00,-0.01,1.01,0
15160,84852,22.98,-0.00,-0.00,0.99,0
15200,84825,22.97,0.01,0.01,0.99,0
15240,84806,22.95,0.00,-0.00,1.00,0
15280,84855,23.00,0.01,-0.00,1.01,0
15320,84915,23.04,-0.00,-0.01,1.01,0
15360,84854,23.02,0.01,0.00,1.00,0
15400,84689,23.07,0.01,-0.02,1.00,0
15440,84528,23.09,0.01,0.01,0.98,0
15480,84453,22.92,-0.02,0.00,1.01,0
15520,84438,23.01,-0.03,-0.01,1.01,0
15560,84383,23.01,0.00,-0.01,1.00,0
15600,84307,22.97,0.01,-0.01,1.01,0
15640,84304,22.95,0.00,-0.00,1.00,0
15680,84388,22.97,0.00,0.01,1.00,0
15720,84469,22.95,0.00,-0.01,1.01,0
15760,84439,23.07,-0.01,0.01,1.00,0
15800,84304,22.95,0.02,-0.01,0.98,0
15840,84172,23.05,-0.00,-0.00,1.01,0
15880,84105,23.03,-0.00,0.01,1.00,0
15920,84047,23.03,-0.00,0.01,1.02,0
15960,83947,23.01,0.00,-0.00,0.99,0
16000,83835,23.07,0.02,-0.00,1.01,0
16040,83821,23.00,-0.01,-0.00,0.99,0
16080,83908,23.02,-0.01,0.01,1.02,0
16120,83998,22.91,-0.01,0.01,0.98,0
16160,83995,23.07,0.01,-0.01,0.97,0
16200,83901,23.03,0.02,0.01,0.99,0
16240,83825,22.95,-0.01,-0.00,0.99,0
16280,83780,23.04,-0.02,-0.00,1.00,0
16320,83712,22.98,0.00,-0.01,1.03,0
16360,83563,23.01,-0.00,-0.01,1.00,0
16400,83412,23.00,0.02,-0.00,1.00,0
16440,83383,22.98,0.01,-0.00,0.99,0
16480,83458,23.01,0.00,-0.00,0.98,0
16520,83533,23.00,-0.02,0.01,1.01,0
16560,83524,23.05,0.00,0.00,0.99,0
16600,83474,22.94,-0.02,0.00,0.99,0
16640,83455,22.99,-0.00,-0.01,0.99,0
16680,83449,23.07,-0.02,0.02,1.02,0
16720,83374,22.91,0.01,-0.01,0.98,0
16760,83204,23.04,0.00,-0.02,1.01,0
16800,83042,22.94,-0.00,-0.00,1.00,0
16840,82981,23.04,-0.01,0.01,0.99,0
16880,83027,23.09,-0.00,0.00,1.00,0
16920,83070,23.01,-0.02,0.00,0.98,0
16960,83056,23.01,-0.00,-0.01,0.99,0
17000,83030,22.97,0.01,-0.00,1.01,0
17040,83070,23.00,0.00,-0.00,1.00,0
17080,83096,22.97,-0.01,-0.01,0.99,0
17120,83042,23.00,0.02,-0.00,1.00,0
17160,82873,23.01,0.02,0.01,1.00,0
17200,82706,22.98,0.01,-0.01,1.01,0
17240,82631,22.89,-0.00,-0.00,0.99,0
17280,82641,23.07,0.00,-0.01,0.99,0
17320,82626,23.00,0.01,-0.01,1.01,0
17360,82593,23.02,-0.01,-0.02,1.04,0
17400,82589,22.98,-0.01,0.00,0.99,0
17440,82657,23.07,-0.01,-0.00,0.99,0
17480,82734,22.98,-0.00,0.01,1.00,0
17520,82695,23.01,-0.00,-0.00,0.98,0
17560,82542,22.99,0.00,-0.01,1.02,0
17600,82394,22.98,-0.00,-0.00,1.00,0
17640,82332,23.01,-0.01,0.00,1.01,0
17680,82298,23.02,0.01,0.01,1.02,0
17720,82225,22.99,-0.01,-0.01,1.00,0
17760,82149,23.00,-0.00,-0.01,1.00,0
17800,82138,22.97,0.00,0.01,0.99,0
17840,82231,23.01,-0.01,0.00,0.98,0
17880,82336,22.99,0.00,-0.01,1.01,0
17920,82320,22.96,0.01,-0.01,0.99,0
17960,82207,23.03,-0.01,0.01,1.00,0
18000,82098,22.91,0.01,-0.01,1.00,0
18040,82045,22.91,-0.01,-0.00,1.01,0
18080,81994,23.00,-0.02,0.00,1.03,0
18120,81867,22.98,0.00,0.01,1.00,0
18160,81753,23.04,-0.01,0.00,0.99,0
18200,81727,22.92,-0.00,-0.01,1.02,0
18240,81829,23.05,0.01,-0.00,1.00,0
18280,81925,22.99,-0.01,0.01,1.01,0
18320,81914,23.00,-0.00,-0.02,1.00,0
18360,81847,23.03,-0.01,-0.00,0.99,0
18400,81794,23.05,-0.00,-0.01,1.00,0
18440,81771,23.00,-0.00,0.01,0.99,0
18480,81704,22.98,-0.01,-0.01,1.01,0
18520,81549,22.99,-0.00,-0.02,0.97,0
18560,81404,22.99,-0.01,0.00,1.03,0
18600,81361,23.04,0.01,-0.01,1.01,0
18640,81430,22.94,0.01,-0.01,1.00,0
18680,81504,23.08,0.00,0.01,1.00,0
18720,81496,23.04,0.00,-0.00,0.99,0
18760,81466,22.90,0.01,0.00,1.03,0
18800,81463,22.98,-0.00,0.01,1.00,0
18840,81491,23.03,-0.01,-0.00,1.00,0
18880,81427,22.96,-0.02,0.01,1.00,0
18920,81254,22.94,-0.01,-0.01,0.97,0
18960,81094,23.03,-0.00,-0.03,1.01,0
19000,81033,22.97,0.01,-0.00,1.01,0
19040,81067,22.99,-0.00,0.01,0.99,0
19080,81099,23.07,0.01,0.01,1.00,0
19120,81072,22.95,-0.00,-0.00,1.01,0
19160,81073,23.04,-0.01,-0.00,1.01,0
19200,81127,23.05,0.00,-0.01,1.01,0
19240,81180,22.95,0.00,0.01,1.01,0
19280,81133,22.98,-0.01,-0.02,0.99,0
19320,80978,23.03,0.00,-0.02,1.01,0
19360,80820,23.04,-0.01,-0.00,1.00,0
19400,80749,23.05,-0.03,0.02,0.99,0
19440,80752,23.04,-0.00,-0.01,1.00,0
19480,80722,23.01,0.01,0.00,1.02,0
19520,80672,23.02,0.01,-0.01,1.00,0
19560,80677,22.99,0.01,0.00,1.00,0
19600,80763,22.97,-0.00,-0.01,1.01,0
19640,80855,22.93,0.01,-0.01,1.01,0
19680,80829,23.06,0.01,-0.00,1.03,0
19720,80699,22.94,0.00,-0.01,1.00,0
19760,80566,22.97,0.01,-0.01,0.98,0
19800,80503,22.94,-0.01,0.01,1.01,0
19840,80475,23.03,0.00,-0.01,1.00,0
19880,80387,22.97,-0.00,-0.01,1.01,0
19920,80304,22.96,0.02,-0.02,0.99,0
19960,80288,22.99,0.01,0.01,1.01,0
20000,80390,22.97,0.00,0.02,0.99,0
20040,80489,23.07,0.01,-0.02,1.01,0
20080,80495,22.96,0.01,-0.01,0.99,0
20120,80398,22.93,-0.01,-0.00,0.99,0
20160,80319,22.98,0.00,0.01,0.97,0
20200,80279,22.94,-0.01,-0.01,0.98,0
20240,80217,23.03,0.01,-0.01,0.99,0
20280,80094,23.02,-0.00,0.01,1.00,0
20320,79965,22.98,0.00,-0.01,0.99,0
20360,79939,23.06,0.00,-0.01,1.01,0
20400,80035,23.03,0.01,-0.02,1.00,0
20440,80120,22.97,-0.02,-0.00,0.99,0
20480,80129,22.99,0.00,0.00,0.98,0
20520,80073,23.01,0.02,-0.02,1.01,0
20560,80051,23.08,0.01,0.00,0.98,0
20600,80048,23.04,0.00,-0.00,0.98,0
20640,79988,23.04,0.02,-0.01,1.00,0
20680,79830,23.05,0.00,-0.02,1.00,0
20720,79671,22.97,-0.00,0.00,0.99,0
20760,79627,23.00,0.01,-0.02,0.99,0
20800,79694,23.02,0.00,0.00,1.01,0
20840,79762,22.95,0.02,-0.01,1.02,0
20880,79755,23.02,0.01,0.01,1.00,0
20920,79736,22.96,0.01,0.01,0.99,0
20960,79767,23.00,0.01,-0.01,1.01,0
21000,79808,22.99,0.00,-0.01,1.01,0
21040,79754,23.00,0.01,0.01,0.99,0
21080,79589,23.03,0.00,0.02,1.00,0
21120,79428,23.02,-0.00,0.00,1.00,0
21160,79367,23.07,-0.00,-0.01,1.00,0
21200,79396,22.96,-0.01,-0.02,0.99,0
21240,79401,23.00,-0.01,-0.01,1.03,0
21280,79370,22.95,0.00,0.01,0.98,0
21320,79377,23.04,-0.01,0.02,0.98,0
21360,79454,23.01,-0.01,0.00,1.03,0
21400,79533,22.94,-0.01,-0.01,1.02,0
21440,79499,23.07,-0.01,0.00,0.98,0
21480,79351,22.99,-0.01,-0.01,1.03,0
21520,79201,22.98,-0.00,-0.02,1.00,0
21560,79151,22.95,-0.00,-0.00,1.02,0
21600,79132,22.99,0.00,0.00,1.01,0
21640,79087,22.94,-0.00,0.00,0.98,0
21680,79022,23.01,-0.01,-0.01,1.00,0
21720,79025,22.87,-0.00,0.01,0.99,0
21760,79130,23.02,0.02,0.01,1.00,0
21800,79232,23.07,-0.01,0.00,1.01,0
21840,79226,23.07,-0.01,0.00,1.01,0
21880,79107,22.96,-0.01,0.02,0.99,0
21920,79000,22.98,-0.04,-0.00,1.01,0
21960,78948,23.03,0.01,0.00,1.01,0
22000,78906,23.01,0.00,0.00,0.97,0
22040,78818,22.89,0.00,-0.01,1.03,0
22080,78703,23.04,0.01,0.00,1.00,0
22120,78700,23.03,0.01,0.01,1.00,0
22160,78801,23.00,-0.01,0.01,1.00,0
22200,78904,23.02,0.01,-0.00,1.00,0
22240,78916,23.00,0.00,0.00,1.00,0
