zaman_s,irtifa_m,olay
30.85,2569,
30.90,2572,
30.95,2573,
31.00,2575,
31.05,2576,
31.10,2578,
31.15,2579,
31.20,2580,
31.25,2583,
31.30,2585,
31.35,2587,
31.40,2589,
31.45,2590,
31.50,2592,
31.55,2593,
31.60,2594,
31.65,2596,
31.70,2599,
31.75,2600,
31.80,2602,
31.85,2604,
31.90,2606,
31.95,2607,
32.00,2608,
32.05,2609,
32.10,2611,
32.15,2613,
32.20,2615,
32.25,2617,
32.30,2619,
32.35,2620,
32.40,2621,
32.45,2622,
32.50,2624,
32.55,2625,
32.60,2627,
32.65,2630,
32.70,2631,
32.75,2633,
32.80,2634,
32.85,2635,
32.90,2636,
32.95,2638,
33.00,2640,
33.05,2642,
33.10,2644,
33.15,2645,
33.20,2646,
33.25,2648,
33.30,2649,
33.35,2650,
33.40,2651,
33.45,2654,
33.50,2655,
33.55,2657,
33.60,2658,
33.65,2660,
33.70,2661,
33.75,2662,
33.80,2663,
33.85,2665,
33.90,2667,
33.95,2668,
34.00,2670,
34.05,2672,
34.10,2673,
34.15,2673,
34.20,2675,
34.25,2676,
34.30,2678,
34.35,2679,
34.40,2681,
34.45,2683,
34.50,2684,
34.55,2685,
34.60,2686,
34.65,2687,
34.70,2689,
34.75,2691,
34.80,2692,
34.85,2694,
34.90,2695,
34.95,2696,
35.00,2697,
35.05,2698,
35.10,2700,
35.15,2701,
35.20,2703,
35.25,2705,
35.30,2706,
35.35,2707,
35.40,2708,
35.45,2709,
35.50,2710,
35.55,2711,
35.60,2713,
35.65,2714,
35.70,2716,
35.75,2717,
35.80,2719,
35.85,2719,
35.90,2720,
35.95,2721,
36.00,2723,
36.05,2724,
36.10,2726,
36.15,2727,
36.20,2729,
36.25,2730,
36.30,2730,
36.35,2731,
36.40,2732,
36.45,2734,
36.50,2735,
36.55,2737,
36.60,2739,
36.65,2740,
36.70,2740,
36.75,2741,
36.80,2742,
36.85,2743,
36.90,2744,
36.95,2746,
37.00,2748,
37.05,2749,
37.10,2750,
37.15,2751,
37.20,2751,
37.25,2752,
37.30,2753,
37.35,2755,
37.40,2757,
37.45,2758,
37.50,2759,
37.55,2760,
37.60,2761,
37.65,2761,
37.70,2763,
37.75,2764,
37.80,2766,
37.85,2767,
37.90,2768,
37.95,2770,
38.00,2770,
38.05,2771,
38.10,2771,
38.15,2773,
38.20,2774,
38.25,2775,
38.30,2777,
38.35,2778,
38.40,2779,
38.45,2780,
38.50,2780,
38.55,2781,
38.60,2782,
38.65,2783,
38.70,2785,
38.75,2787,
38.80,2788,
38.85,2788,
38.90,2789,
38.95,2790,
39.00,2790,
39.05,2791,
39.10,2793,
39.15,2795,
39.20,2796,
39.25,2797,
39.30,2798,
39.35,2798,
39.40,2799,
39.45,2799,
39.50,2801,
39.55,2802,
39.60,2803,
39.65,2805,
39.70,2806,
39.75,2806,
39.80,2807,
39.85,2807,
39.90,2808,
39.95,2809,
40.00,2811,
40.05,2812,
40.10,2813,
40.15,2814,
40.20,2814,
40.25,2815,
40.30,2816,
40.35,2817,
40.40,2818,
40.45,2819,
40.50,2821,
40.55,2822,
40.60,2822,
40.65,2822,
40.70,2823,
40.75,2824,
40.80,2825,
40.85,2826,
40.90,2828,
40.95,2829,
41.00,2830,
41.05,2830,
41.10,2830,
41.15,2831,
41.20,2832,
41.25,2833,
41.30,2834,
41.35,2836,
41.40,2837,
41.45,2837,
41.50,2838,
41.55,2838,
41.60,2839,
41.65,2840,
41.70,2841,
41.75,2842,
41.80,2843,
41.85,2844,
41.90,2845,
41.95,2845,
42.00,2845,
42.05,2846,
42.10,2847,
42.15,2848,
42.20,2849,
42.25,2851,
42.30,2852,
42.35,2852,
42.40,2852,
42.45,2853,
42.50,2854,
42.55,2855,
42.60,2856,
42.65,2857,
42.70,2858,
42.75,2859,
42.80,2859,
42.85,2860,
42.90,2860,
42.95,2861,
43.00,2862,
43.05,2863,
43.10,2864,
43.15,2865,
43.20,2865,
43.25,2866,
43.30,2866,
43.35,2866,
43.40,2867,
43.45,2869,
43.50,2870,
43.55,2871,
43.60,2872,
43.65,2872,
43.70,2873,
43.75,2873,
43.80,2873,
43.85,2875,
43.90,2876,
43.95,2877,
44.00,2878,
44.05,2879,
44.10,2879,
44.15,2879,
44.20,2879,
44.25,2880,
44.30,2881,
44.35,2882,
44.40,2883,
44.45,2884,
44.50,2885,
44.55,2885,
44.60,2885,
44.65,2886,
44.70,2886,
44.75,2887,
44.80,2889,
44.85,2890,
44.90,2890,
44.95,2890,
45.00,2891,
45.05,2891,
45.10,2892,
45.15,2892,
45.20,2894,
45.25,2895,
45.30,2896,
45.35,2896,
45.40,2896,
45.45,2897,
45.50,2897,
45.55,2897,
45.60,2899,
45.65,2900,
45.70,2901,
45.75,2901,
45.80,2902,
45.85,2903,
45.90,2902,
45.95,2903,
46.00,2904,
46.05,2905,
46.10,2906,
46.15,2907,
46.20,2908,
46.25,2908,
46.30,2908,
46.35,2908,
46.40,2908,
46.45,2909,
46.50,2910,
46.55,2911,
46.60,2912,
46.65,2913,
46.70,2913,
46.75,2913,
46.80,2913,
46.85,2914,
46.90,2914,
46.95,2916,
47.00,2917,
47.05,2917,
47.10,2918,
47.15,2918,
47.20,2918,
47.25,2918,
47.30,2919,
47.35,2920,
47.40,2921,
47.45,2922,
47.50,2922,
47.55,2923,
47.60,2923,
47.65,2923,
47.70,2923,
47.75,2924,
47.80,2925,
47.85,2926,
47.90,2927,
47.95,2928,
48.00,2928,
48.05,2928,
48.10,2928,
48.15,2928,
48.20,2929,
48.25,2930,
48.30,2931,
48.35,2932,
48.40,2932,
48.45,2932,
48.50,2932,
48.55,2933,
48.60,2933,
48.65,2934,
48.70,2935,
48.75,2936,
48.80,2936,
48.85,2936,
48.90,2936,
48.95,2936,
49.00,2936,
49.05,2936,
49.10,2937,
49.15,2938,
49.20,2938,
49.25,2938,
49.30,2938,
49.35,2937,
49.40,2937,
49.45,2936,
49.50,2937,
49.55,2937,
49.60,2938,
49.65,2938,
49.70,2938,
49.75,2937,
49.80,2937,
49.85,2936,
49.90,2936,
49.95,2937,
50.00,2937,
50.05,2938,
50.10,2938,
50.15,2938,
50.20,2937,
50.25,2937,
50.30,2937,
50.35,2937,
50.40,2937,
50.45,2938,
50.50,2938,
50.55,2938,
50.60,2938,
50.65,2937,
50.70,2937,
50.75,2937,
50.80,2937,
50.85,2937,
50.90,2938,
50.95,2938,
51.00,2938,
51.05,2937,
51.10,2937,
51.15,2937,
51.20,2937,
51.25,2937,
51.30,2938,
51.35,2938,
51.40,2938,
51.45,2938,
51.50,2938,
51.55,2937,
51.60,2937,
51.65,2937,
51.70,2937,
51.75,2938,
51.80,2938,
51.85,2938,
51.90,2938,
51.95,2937,
52.00,2937,
52.05,2936,
52.10,2937,
52.15,2937,
52.20,2937,
52.25,2938,
52.30,2938,
52.35,2938,
52.40,2937,
52.45,2937,
52.50,2937,
52.55,2937,
52.60,2937,
52.65,2938,
52.70,2938,
52.75,2938,
52.80,2937,
52.85,2937,
52.90,2937,
52.95,2937,
53.00,2937,
53.05,2938,
53.10,2938,
53.15,2938,
53.20,2938,
53.25,2938,
53.30,2937,
53.35,2937,
53.40,2937,
53.45,2937,
53.50,2938,
53.55,2938,
53.60,2938,
53.65,2938,
53.70,2937,
53.75,2937,
53.80,2936,
53.85,2937,
53.90,2938,
53.95,2938,
54.00,2938,
54.05,2938,
54.10,2938,
54.15,2937,
54.20,2937,
54.25,2937,
54.30,2937,
54.35,2938,
54.40,2938,
54.45,2938,
54.50,2938,
54.55,2937,
54.60,2937,
54.65,2935,
54.70,2931,
54.75,2924,
54.80,2916,
54.85,2906,
54.90,2896,
54.95,2884,
55.00,2872,
55.05,2859,
55.10,2846,
55.15,2832,APOGEE
55.20,2819,
55.25,2805,
55.30,2791,
55.35,2777,
55.40,2763,
55.45,2749,
55.50,2735,
55.55,2721,
55.60,2707,
55.65,2693,
55.70,2679,
55.75,2666,
55.80,2652,
55.85,2638,
55.90,2624,
55.95,2611,
56.00,2597,
56.05,2584,
56.10,2570,
56.15,2557,
56.20,2544,
56.25,2531,
56.30,2518,
56.35,2505,
56.40,2492,
56.45,2479,
56.50,2467,
56.55,2454,
56.60,2441,
56.65,2429,
56.70,2416,
56.75,2404,
56.80,2392,
56.85,2379,
56.90,2367,
56.95,2355,
57.00,2343,
57.05,2331,
57.10,2319,
57.15,2307,
57.20,2295,
57.25,2284,
57.30,2272,
57.35,2261,
57.40,2249,
57.45,2238,
57.50,2227,
57.55,2215,
57.60,2204,
57.65,2193,
57.70,2182,
57.75,2171,
57.80,2160,
57.85,2149,
57.90,2138,
57.95,2127,
58.00,2116,
58.05,2106,
58.10,2095,
58.15,2085,
58.20,2074,
58.25,2064,
58.30,2053,
58.35,2043,
58.40,2033,
58.45,2022,
58.50,2012,
58.55,2002,
58.60,1992,
58.65,1982,
58.70,1972,
58.75,1962,
58.80,1952,
58.85,1943,
58.90,1933,
58.95,1923,
59.00,1914,
59.05,1904,
59.10,1895,
59.15,1885,
59.20,1876,
59.25,1866,
59.30,1857,
59.35,1848,
59.40,1839,
59.45,1830,
59.50,1820,
59.55,1812,
59.60,1803,
59.65,1794,
59.70,1785,
59.75,1776,
59.80,1767,
59.85,1758,
59.90,1750,
59.95,1741,
60.00,1732,
60.05,1724,
60.10,1715,
60.15,1707,
60.20,1698,
60.25,1690,
60.30,1682,
60.35,1673,
60.40,1665,
60.45,1657,
60.50,1649,
60.55,1641,
60.60,1633,
60.65,1625,
60.70,1617,
60.75,1609,
60.80,1601,
60.85,1593,
60.90,1585,
60.95,1577,
61.00,1570,
61.05,1562,
61.10,1554,
61.15,1547,
61.20,1539,
61.25,1532,
61.30,1524,
61.35,1517,
61.40,1509,
61.45,1502,
61.50,1494,
61.55,1487,
61.60,1480,
61.65,1473,
61.70,1465,
61.75,1458,
61.80,1451,
61.85,1444,
61.90,1437,
61.95,1430,
62.00,1423,
62.05,1416,
62.10,1409,
62.15,1402,
62.20,1396,
62.25,1389,
62.30,1382,
62.35,1376,
62.40,1369,
62.45,1362,
62.50,1355,
62.55,1349,
62.60,1342,
62.65,1336,
62.70,1329,
62.75,1323,
62.80,1316,
62.85,1310,
62.90,1304,
62.95,1297,
63.00,1291,
63.05,1285,
63.10,1279,
63.15,1273,
63.20,1266,
63.25,1260,
63.30,1254,
63.35,1248,
63.40,1242,
63.45,1236,
63.50,1230,
63.55,1224,
63.60,1219,
63.65,1213,
63.70,1207,
63.75,1201,
63.80,1195,
63.85,1190,
63.90,1184,
63.95,1178,
64.00,1173,
64.05,1167,
64.10,1161,
64.15,1156,
64.20,1150,
64.25,1145,
64.30,1139,
64.35,1134,
64.40,1128,
64.45,1123,
64.50,1118,
64.55,1112,
64.60,1107,
64.65,1102,
64.70,1096,
64.75,1091,
64.80,1086,
64.85,1080,
64.90,1075,
64.95,1070,
65.00,1065,
65.05,1060,
65.10,1055,
65.15,1050,
65.20,1045,
65.25,1040,
65.30,1035,
65.35,1030,
65.40,1025,
65.45,1020,
65.50,1015,
65.55,1010,
65.60,1005,
65.65,1001,
65.70,996,
65.75,991,
65.80,986,
65.85,982,
65.90,977,
65.95,972,
66.00,968,
66.05,963,
66.10,959,
66.15,954,
66.20,949,
66.25,945,
66.30,940,
66.35,936,
66.40,932,
66.45,927,
66.50,923,
66.55,919,
66.60,914,
66.65,910,
66.70,906,
66.75,901,
66.80,897,
66.85,893,
66.90,889,
66.95,884,
67.00,880,
67.05,876,
67.10,872,
67.15,868,
67.20,864,
67.25,859,
67.30,855,
67.35,851,
67.40,847,
67.45,843,
67.50,839,
67.55,835,
67.60,831,
67.65,828,
67.70,824,
67.75,820,
67.80,816,
67.85,812,
67.90,808,
67.95,804,
68.00,801,
68.05,797,
68.10,793,
68.15,789,
68.20,786,
68.25,782,
68.30,778,
68.35,775,
68.40,771,
68.45,767,
68.50,764,
68.55,760,
68.60,757,
68.65,753,
68.70,749,
68.75,746,
68.80,742,
68.85,739,
68.90,735,
68.95,732,
69.00,728,
69.05,725,
69.10,722,
69.15,718,
69.20,715,
69.25,712,
69.30,708,
69.35,705,
69.40,701,
69.45,698,
69.50,695,
69.55,692,
69.60,688,
69.65,685,
69.70,682,
69.75,679,
69.80,676,
69.85,672,
69.90,669,
69.95,666,
70.00,663,
70.05,660,
70.10,657,
70.15,654,
70.20,651,
70.25,648,
70.30,645,
70.35,642,
70.40,639,
70.45,636,
70.50,633,
70.55,630,
70.60,627,
70.65,624,
70.70,621,
70.75,618,
70.80,615,
70.85,612,
70.90,609,
70.95,606,
71.00,604,
71.05,601,
71.10,598,
71.15,595,
71.20,592,
71.25,590,
71.30,587,
71.35,584,
71.40,581,
71.45,579,
71.50,576,
71.55,573,
71.60,571,
71.65,568,
71.70,565,
71.75,563,
71.80,560,
71.85,558,
71.90,555,
71.95,552,
72.00,550,
72.05,547,
72.10,545,
72.15,542,
72.20,540,
72.25,537,
72.30,535,
72.35,532,
72.40,530,
72.45,527,
72.50,525,
72.55,522,
72.60,520,
72.65,518,
72.70,515,
72.75,513,
72.80,510,
72.85,508,
72.90,505,
72.95,503,
73.00,501,
73.05,498,
73.10,496,
73.15,494,
73.20,492,
73.25,489,
73.30,487,
73.35,485,
73.40,483,
73.45,480,
73.50,478,
73.55,476,
73.60,474,
73.65,471,
73.70,469,
73.75,467,
73.80,465,
73.85,463,
73.90,461,
73.95,458,
74.00,456,
74.05,454,
74.10,452,
74.15,450,
74.20,448,
74.25,446,
74.30,444,
74.35,442,
74.40,440,
74.45,438,
74.50,436,
74.55,433,
74.60,432,
74.65,430,
74.70,428,
74.75,426,
74.80,424,
74.85,422,
74.90,420,
74.95,418,
75.00,416,
75.05,414,
75.10,412,
75.15,410,
75.20,408,
75.25,406,
75.30,405,
75.35,403,
75.40,401,
75.45,399,
75.50,397,
75.55,395,
75.60,393,
75.65,392,
75.70,390,
75.75,388,
75.80,386,
75.85,385,
75.90,383,
75.95,381,
76.00,379,
76.05,377,
76.10,376,
76.15,374,
76.20,372,
76.25,370,
76.30,369,
76.35,367,
76.40,365,
76.45,364,
76.50,362,
76.55,360,
76.60,359,
76.65,357,
76.70,355,
76.75,354,
76.80,352,
76.85,350,
76.90,349,
76.95,347,
77.00,346,
77.05,344,
77.10,342,
77.15,341,
77.20,339,
77.25,338,
77.30,336,
77.35,335,
77.40,333,
77.45,331,
77.50,330,
77.55,329,
77.60,327,
77.65,325,
77.70,324,
77.75,323,
77.80,321,
77.85,320,
77.90,318,
77.95,317,
78.00,315,
78.05,314,
78.10,312,
78.15,311,
78.20,309,
78.25,308,
78.30,307,
78.35,305,
78.40,304,
78.45,302,
78.50,301,
78.55,300,
78.60,298,
78.65,297,
78.70,295,
78.75,294,
78.80,293,
78.85,292,
78.90,290,
78.95,289,
79.00,287,
79.05,286,
79.10,285,
79.15,283,
79.20,282,
79.25,281,
79.30,279,
79.35,278,
79.40,277,
79.45,276,
79.50,274,
79.55,273,
79.60,272,
79.65,271,
79.70,269,
79.75,268,
79.80,267,
79.85,266,
79.90,264,
79.95,263,
80.00,262,
80.05,261,
80.10,260,
80.15,259,
80.20,257,
80.25,256,
80.30,255,
80.35,254,
80.40,253,
80.45,251,
80.50,250,
80.55,249,
80.60,248,
80.65,247,
80.70,246,
80.75,245,
80.80,244,
80.85,242,
80.90,241,
80.95,240,
81.00,239,
81.05,238,
81.10,237,
81.15,236,
81.20,235,
81.25,234,
81.30,233,
81.35,232,
81.40,230,
81.45,229,
81.50,228,
81.55,227,
81.60,226,
81.65,225,
81.70,224,
81.75,223,
81.80,222,
81.85,221,
81.90,220,
81.95,219,
82.00,218,
82.05,217,
82.10,216,
82.15,215,
82.20,214,
82.25,213,
82.30,212,
82.35,211,
82.40,210,
82.45,209,
82.50,208,
82.55,207,
82.60,206,
82.65,205,
82.70,204,
82.75,203,
82.80,203,
82.85,202,
82.90,201,
82.95,200,
83.00,199,
83.05,198,
83.10,197,
83.15,196,
83.20,195,
83.25,194,
83.30,193,
83.35,193,
83.40,192,
83.45,191,
83.50,190,
83.55,189,
83.60,188,
83.65,187,
83.70,187,
83.75,186,
83.80,185,
83.85,184,
83.90,183,
83.95,182,
84.00,182,
84.05,181,
84.10,180,
84.15,179,
84.20,178,
84.25,178,
84.30,177,
84.35,176,
84.40,175,
84.45,174,
84.50,173,
84.55,172,
84.60,172,
84.65,171,
84.70,170,
84.75,169,
84.80,169,
84.85,168,
84.90,167,
84.95,166,
85.00,166,
85.05,165,
85.10,164,
85.15,163,
85.20,163,
85.25,162,
85.30,161,
85.35,161,
85.40,160,
85.45,159,
85.50,158,
85.55,158,
85.60,157,
85.65,156,
85.70,155,
85.75,155,
85.80,154,
85.85,153,
85.90,152,
85.95,152,
86.00,151,
86.05,150,
86.10,150,
86.15,149,
86.20,148,
86.25,148,
86.30,147,
86.35,146,
86.40,146,
86.45,145,
86.50,144,
86.55,144,
86.60,143,
86.65,142,
86.70,142,
86.75,141,
86.80,140,
86.85,140,
86.90,139,
86.95,138,
87.00,138,
87.05,137,
87.10,136,
87.15,136,
87.20,135,
87.25,135,
87.30,134,
87.35,133,
87.40,133,
87.45,132,
87.50,132,
87.55,131,
87.60,131,
87.65,130,
87.70,129,
87.75,129,
87.80,128,
87.85,128,
87.90,127,
87.95,126,
88.00,126,
88.05,125,
88.10,125,
88.15,124,
88.20,124,
88.25,123,
88.30,122,
88.35,122,
88.40,121,
88.45,121,
88.50,120,
88.55,120,
88.60,119,
88.65,119,
88.70,118,
88.75,118,
88.80,117,
88.85,117,
88.90,116,
88.95,115,
89.00,115,
89.05,114,
89.10,114,
89.15,113,
89.20,113,
89.25,112,
89.30,112,
89.35,111,
89.40,111,
89.45,110,
89.50,110,
89.55,109,
89.60,109,
89.65,108,
89.70,108,
89.75,107,
89.80,107,
89.85,106,
89.90,106,
89.95,105,
90.00,105,
90.05,104,
90.10,104,
90.15,103,
90.20,103,
90.25,102,
90.30,102,
90.35,101,
90.40,101,
90.45,100,
90.50,100,
90.55,99,
90.60,99,
90.65,99,
90.70,98,
90.75,98,
90.80,97,
90.85,97,
90.90,97,
90.95,96,
91.00,96,
91.05,95,
91.10,95,
91.15,94,
91.20,94,
91.25,94,
91.30,93,
91.35,93,
91.40,92,
91.45,92,
91.50,91,
91.55,91,
91.60,91,
91.65,90,
91.70,90,
