t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
2600,101245,22.99,0.01,-0.01,1.01,0
2640,101249,23.03,-0.00,0.01,1.02,0
2680,101253,23.03,0.02,-0.01,1.00,0
2720,101247,22.98,-0.02,0.00,1.00,0
2760,101253,22.96,-0.01,-0.00,1.02,0
2800,101251,23.04,0.01,0.00,1.00,0
2840,101250,22.99,-0.01,-0.01,0.98,0
2880,101252,22.87,-0.01,-0.02,1.00,0
2920,101251,22.99,0.00,0.01,1.01,0
2960,101250,22.95,0.00,0.01,1.00,0
3000,101257,22.98,0.00,-0.02,1.00,0
3040,101248,23.00,0.01,0.00,1.01,0
3080,101253,23.03,-0.01,0.01,0.99,0
3120,101246,22.95,0.01,0.01,1.01,0
3160,101252,23.07,-0.00,0.01,1.01,0
3200,101248,22.96,0.01,0.02,1.00,0
3240,101249,22.99,-0.01,0.01,1.01,0
3280,101246,22.96,-0.01,0.01,0.99,0
3320,101250,23.00,0.01,-0.00,1.01,0
3360,101254,22.83,-0.00,0.01,1.01,0
3400,101252,23.04,-0.01,0.01,1.00,0
3440,101256,23.00,-0.00,0.01,0.99,0
3480,101255,22.98,-0.01,-0.00,1.02,0
3520,101250,22.98,0.01,-0.00,1.01,0
3560,101248,22.99,-0.00,0.00,0.99,0
3600,101251,23.05,0.00,-0.00,1.01,0
3640,101247,23.01,0.01,0.00,1.00,0
3680,101253,22.94,-0.01,0.00,1.04,0
3720,101248,23.04,-0.01,-0.00,0.99,0
3760,101249,22.98,-0.03,0.01,0.98,0
3800,101254,22.93,0.00,-0.00,1.00,0
3840,101253,23.00,0.01,-0.00,0.98,0
3880,101255,22.99,-0.01,0.00,0.99,0
3920,0,22.95,-0.00,-0.01,0.97,0
3960,101252,22.99,-0.00,0.01,0.98,0
4000,101248,22.97,-0.01,0.00,1.00,0
4040,101256,23.05,-0.00,-0.02,1.00,0
4080,101251,23.02,0.01,0.00,1.01,0
4120,101247,23.02,0.00,-0.01,1.02,0
4160,101253,23.02,-0.01,-0.01,1.00,0
4200,101251,23.02,-0.01,0.00,1.00,0
4240,101250,23.03,-0.00,0.00,1.01,0
4280,101251,22.96,0.00,-0.01,1.00,0
4320,101249,23.04,-0.02,-0.01,0.97,0
4360,101252,23.04,0.00,0.00,0.99,0
4400,101251,23.06,0.00,0.01,0.96,0
4440,101252,23.00,-0.01,0.01,1.01,0
4480,101254,23.03,-0.00,-0.00,1.01,0
4520,101249,22.99,0.03,0.00,1.00,0
4560,101251,23.00,-0.01,-0.00,1.00,0
4600,101253,22.97,-0.00,0.01,0.98,0
4640,101247,22.97,-0.00,-0.02,0.98,0
4680,101252,23.03,-0.01,-0.00,1.01,0
4720,101250,23.02,0.00,-0.02,1.00,0
4760,101248,23.04,0.03,-0.01,0.98,0
4800,101251,22.89,0.01,0.01,0.99,0
4840,101252,22.96,-0.01,-0.01,0.99,0
4880,101248,23.06,-0.01,-0.01,1.03,0
4920,101250,23.03,-0.01,-0.01,1.01,0
4960,101245,22.95,0.00,0.00,1.02,0
5000,101246,23.14,0.00,-0.00,1.01,0
5040,101040,23.05,-0.01,-0.01,1.00,0
5080,100950,23.02,0.01,-0.01,0.99,0
5120,100928,23.05,-0.00,-0.00,1.01,0
5160,100913,22.97,0.00,-0.01,1.01,0
5200,100855,23.01,0.00,0.02,0.97,0
5240,100801,22.96,-0.01,0.01,1.01,0
5280,100822,23.00,0.00,0.01,1.02,0
5320,100856,23.04,0.01,-0.01,1.01,0
5360,100777,23.00,0.00,-0.00,0.98,0
5400,100573,22.96,0.00,0.01,1.02,0
5440,100386,22.96,-0.01,-0.01,1.00,0
5480,100281,22.91,0.01,-0.01,1.02,0
5520,100223,22.99,-0.01,0.00,1.00,0
5560,100156,23.04,-0.01,0.00,0.98,0
5600,100049,22.95,0.01,-0.02,1.00,0
5640,100009,23.03,-0.00,0.00,0.99,0
5680,100069,22.99,0.01,-0.01,0.99,0
5720,100125,23.00,-0.00,0.01,1.00,0
5760,100072,22.98,-0.02,-0.02,1.00,0
5800,99900,23.03,-0.02,0.01,1.00,0
5840,99743,23.00,0.00,-0.00,1.00,0
5880,99649,23.00,-0.00,0.00,1.01,0
5920,99569,22.98,0.01,-0.01,1.00,0
5960,99437,23.05,0.00,-0.01,1.02,0
6000,99296,22.93,-0.00,-0.00,1.00,0
6040,99253,23.03,0.01,-0.01,0.99,0
6080,99312,22.96,0.01,0.00,1.00,0
6120,99385,23.03,-0.01,-0.01,1.00,0
6160,99338,23.17,0.00,0.02,0.99,0
6200,99219,23.01,-0.02,0.00,1.00,0
6240,99106,23.09,0.00,-0.01,0.99,0
6280,99039,23.00,-0.01,-0.01,0.99,0
6320,98946,23.06,0.00,0.02,0.99,0
6360,98765,22.98,0.01,0.01,0.99,0
6400,98591,22.95,0.01,0.00,0.98,0
6440,98526,22.99,-0.00,-0.01,0.98,0
6480,98577,22.98,0.00,-0.00,1.00,0
6520,98631,22.98,0.00,0.01,1.00,0
6560,98603,23.06,-0.00,-0.01,1.02,0
6600,98521,22.93,0.01,-0.01,1.00,0
6640,98473,22.99,0.01,0.00,0.97,0
6680,98436,22.96,0.01,-0.01,1.01,0
6720,98340,22.99,0.02,0.01,0.99,0
6760,98133,23.04,0.00,0.01,0.97,0
6800,97948,22.96,0.00,0.00,0.99,0
6840,97864,22.97,-0.01,-0.01,1.01,0
6880,97876,22.97,0.01,0.01,1.01,0
6920,97899,23.00,0.00,-0.01,0.98,0
6960,97854,22.99,0.01,0.01,1.01,0
7000,97803,22.99,-0.01,0.01,1.01,0
7040,97810,22.99,0.01,0.01,1.01,0
7080,97823,23.01,-0.01,-0.00,1.01,0
7120,97737,22.97,-0.01,-0.00,1.00,0
7160,97544,22.93,0.02,0.00,1.01,0
7160,97544,22.93,0.02,0.00,1.01,0
7200,97336,23.00,0.01,0.00,0.99,0
7240,97247,23.00,-0.00,0.01,1.02,0
7280,97228,22.94,0.01,0.01,0.99,0
7320,97188,23.07,-0.01,0.01,1.02,0
7360,97118,22.91,0.00,0.00,1.02,0
7400,97094,23.00,0.00,-0.01,1.03,0
7440,97137,23.07,0.01,-0.00,1.02,0
7480,97185,22.96,-0.01,0.00,1.01,0
7520,97121,22.98,-0.01,-0.01,1.00,0
7560,96945,22.99,0.00,0.00,0.99,0
7600,96770,22.99,0.00,0.01,1.00,0
7640,96667,22.98,0.00,-0.00,1.01,0
7680,96622,23.00,-0.01,-0.01,0.99,0
7720,96527,23.06,0.00,-0.01,1.00,0
7760,96431,23.01,-0.01,-0.02,0.98,0
7800,96387,22.90,0.01,-0.01,0.99,0
7840,96457,23.05,0.00,-0.01,0.98,0
7880,96530,22.98,-0.01,-0.01,0.98,0
7920,96488,22.98,0.01,0.01,0.99,0
7960,96342,22.95,-0.00,-0.00,0.99,0
8000,96202,22.90,-0.01,-0.00,1.03,0
8040,96131,23.03,0.01,0.00,0.98,0
8080,96045,22.99,-0.01,-0.01,1.00,0
8120,95908,23.09,0.01,-0.01,0.99,0
8160,95763,22.99,0.00,0.01,0.98,0
8200,95714,22.98,0.01,0.01,0.99,0
8240,95781,23.03,-0.02,-0.01,0.99,0
8280,95860,22.98,0.01,-0.01,1.01,0
8320,95827,22.98,0.00,0.01,0.99,0
8360,95728,22.99,0.01,-0.01,0.99,0
8400,95653,22.95,-0.00,-0.01,1.01,0
8440,95601,22.98,-0.02,-0.01,0.99,0
8480,95507,22.94,-0.01,-0.02,0.98,0
8520,95331,22.87,0.00,-0.01,1.01,0
8560,95154,23.08,0.01,0.02,1.02,0
8600,95086,23.04,-0.01,-0.00,1.01,0
8640,95139,22.97,0.01,0.01,0.99,0
8680,95180,22.99,0.02,0.00,1.01,0
8720,95154,22.99,0.02,-0.00,0.99,0
8760,95100,22.93,-0.00,0.01,1.00,0
8800,95077,23.05,-0.00,0.01,1.03,0
8840,95065,23.05,-0.01,-0.01,1.00,0
8880,94982,22.99,0.00,0.01,0.99,0
8920,94789,23.05,0.00,-0.00,1.02,0
8960,94603,23.10,-0.00,-0.01,0.98,0
9000,94513,23.07,-0.01,0.01,1.04,0
9040,94531,23.04,-0.00,0.00,0.99,0
9080,94520,23.05,0.01,0.01,0.96,0
9120,94483,23.04,0.01,0.01,0.99,0
9160,94444,22.96,0.00,0.00,1.00,0
9200,94482,23.03,0.02,0.00,1.00,0
9240,94517,23.04,0.01,0.01,0.99,0
9280,94450,23.01,-0.01,-0.01,0.98,0
9320,94261,22.93,0.00,-0.01,0.98,0
9360,94079,22.98,-0.01,-0.01,0.98,0
9400,93993,23.02,-0.02,0.01,1.00,0
9440,93993,22.95,0.01,0.00,1.00,0
9480,93908,22.97,-0.00,-0.00,1.00,0
9520,93837,23.01,-0.01,0.00,1.01,0
9560,93806,22.98,-0.01,-0.01,1.02,0
9600,93877,23.01,-0.01,-0.00,0.99,0
9640,93946,22.95,-0.02,0.00,1.00,0
9680,93896,23.04,0.01,0.00,0.97,0
9720,93740,23.02,0.01,-0.01,1.03,0
9760,93580,23.09,0.01,0.00,1.02,0
9800,93497,22.98,0.02,0.02,1.00,0
9840,93438,22.94,-0.01,0.00,0.99,0
9880,93328,23.05,0.01,-0.00,0.99,0
9920,93212,22.95,0.00,0.01,0.99,0
9960,93183,23.04,-0.00,0.00,1.02,0
10560,92593,22.97,-0.01,-0.01,0.98,0
10600,92572,23.04,0.00,0.01,0.96,0
10640,92476,22.96,-0.01,-0.01,1.00,0
10680,92305,23.05,0.03,-0.00,1.01,0
10720,92125,23.01,0.02,0.00,1.00,0
10760,92058,22.92,0.01,0.00,1.01,0
10800,92098,23.05,0.00,0.01,0.99,0
10840,92134,22.93,0.00,-0.01,0.99,0
10880,92104,23.03,-0.00,0.01,1.01,0
10920,92072,23.08,0.00,-0.00,0.98,0
10960,92069,22.98,0.01,0.00,1.00,0
11000,92091,22.99,0.00,-0.00,1.02,0
11000,92091,22.99,0.00,-0.00,1.02,0
11040,92017,23.05,-0.00,0.03,0.98,0
11080,91833,22.94,0.01,-0.01,0.99,0
11120,91649,22.97,0.01,0.01,0.99,0
11160,91565,23.08,0.01,-0.02,0.99,0
11200,91563,23.08,0.00,0.01,0.97,0
11240,91557,22.95,0.01,-0.00,1.02,0
11280,91503,22.97,0.02,-0.00,0.99,0
11320,91482,22.99,0.00,-0.00,1.02,0
11360,91539,22.96,-0.00,0.01,1.03,0
11400,91595,23.00,0.02,-0.02,1.03,0
11440,91534,23.06,0.00,0.00,0.97,0
11480,91370,22.93,-0.01,0.01,1.00,0
11520,91197,23.03,-0.01,0.00,1.00,0
11560,91117,23.08,0.01,0.00,1.00,0
11600,91081,23.13,0.00,0.00,0.98,0
11640,91008,23.01,0.00,-0.00,0.99,0
11680,90926,22.93,0.01,0.02,0.98,0
11720,90912,22.98,0.02,0.01,1.01,0
11760,90985,23.02,0.01,-0.01,1.01,0
11800,91059,23.01,0.02,0.01,0.99,0
11840,91036,23.04,-0.00,-0.01,0.96,0
11880,90898,23.07,0.01,0.01,1.04,0
11920,90773,22.97,-0.01,0.01,1.02,0
11960,90696,23.04,-0.00,-0.00,0.99,0
12000,90631,23.00,-0.00,0.00,1.01,0
12040,90506,23.03,-0.01,-0.01,1.00,0
12080,90383,22.95,0.01,0.01,1.01,0
12120,90359,22.95,0.00,-0.01,1.01,0
12160,90436,22.99,-0.01,-0.00,0.99,0
12200,90521,22.95,0.00,0.00,1.02,0
12240,90511,23.00,-0.02,0.01,1.03,0
12280,90412,23.01,-0.02,0.00,1.00,0
12320,90338,22.96,-0.00,0.00,0.97,0
12360,90297,23.08,0.00,-0.01,1.04,0
12400,90213,23.06,0.00,-0.00,0.99,0
12440,90052,22.97,-0.01,-0.01,1.00,0
12480,89892,22.97,0.01,-0.00,0.99,0
12520,89835,23.04,-0.01,-0.01,1.03,0
12560,89911,23.06,0.02,-0.02,1.00,0
12600,89977,22.97,0.00,0.01,1.02,0
12640,89960,23.08,-0.01,0.01,1.02,0
12680,89902,23.03,-0.00,-0.01,0.98,0
12720,89884,23.07,0.01,-0.00,1.03,0
12760,89884,23.01,-0.01,0.02,1.02,0
12800,89802,23.02,0.01,-0.01,1.01,0
12840,89626,23.02,0.01,-0.01,0.97,0
12880,89443,23.03,-0.01,-0.01,1.00,0
12920,89377,23.01,-0.01,-0.00,1.00,0
12960,89413,23.04,-0.00,0.00,1.00,0
13000,89441,23.01,0.01,-0.00,1.01,0
13040,89400,22.89,0.00,-0.02,1.03,0
13080,89376,23.00,0.00,-0.01,0.98,0
13120,89420,22.93,0.00,0.01,0.99,0
13160,89455,22.98,0.01,-0.01,1.00,0
13200,89386,23.08,-0.01,0.01,1.00,0
13240,89217,23.04,0.01,0.00,1.02,0
13280,89035,23.03,-0.00,0.00,1.00,0
13320,88962,22.93,0.00,-0.00,1.00,0
13360,88957,22.96,0.00,0.00,0.99,0
13400,88923,23.02,0.00,-0.00,0.99,0
13440,88867,23.04,-0.01,0.01,1.01,0
13480,88855,22.95,0.00,-0.01,1.01,0
13520,88931,22.99,-0.02,-0.00,1.00,0
13560,88997,23.01,0.02,-0.00,0.99,0
13600,88958,23.05,0.00,-0.01,0.99,0
13640,88811,22.98,0.00,0.02,1.04,0
13680,88656,23.05,0.02,-0.01,1.00,0
13720,88582,23.06,0.01,0.00,1.00,0
13760,88538,22.90,-0.01,0.01,1.00,0
13800,88456,23.01,-0.00,-0.02,1.00,0
13840,88354,23.04,-0.00,-0.00,0.99,0
13880,88342,23.00,-0.00,-0.00,1.02,0
13920,88434,23.00,-0.01,0.02,1.00,0
13960,88530,22.97,-0.00,-0.00,0.99,0
14000,88503,23.00,-0.00,-0.01,1.00,0
14040,88389,23.02,0.01,0.01,1.02,0
14080,88287,22.91,0.00,0.01,1.00,0
14120,88224,22.93,-0.01,0.01,1.00,0
14160,88156,22.90,-0.01,0.00,1.00,0
14200,88032,23.07,-0.00,-0.01,1.02,0
14240,87887,23.00,-0.01,0.00,0.99,0
14280,87854,23.06,-0.01,0.00,1.00,0
14320,87941,23.02,0.01,0.02,1.00,0
14360,88028,23.03,0.01,0.01,1.01,0
14400,88015,23.13,-0.01,0.01,1.00,0
14440,87946,22.97,-0.01,0.01,1.00,0
14480,87895,23.07,0.00,0.00,1.00,0
14520,87871,23.04,-0.03,0.00,0.99,0
14560,87791,23.06,0.01,-0.00,1.01,0
14600,87632,22.99,0.02,-0.00,0.97,0
14640,87473,23.07,-0.01,0.01,1.00,0
14680,87414,22.98,0.01,0.01,1.00,0
14720,87473,23.00,0.01,0.01,1.02,0
14760,87529,23.05,-0.00,0.03,1.00,0
14800,87518,23.09,-0.00,0.00,1.00,0
14840,87484,23.04,0.01,-0.01,0.99,0
14880,87490,22.98,-0.00,-0.00,1.01,0
14920,87511,22.95,0.00,0.01,1.02,0
14960,87446,23.05,0.00,-0.01,1.01,0
15000,87272,23.03,0.01,0.01,1.00,0
15040,87093,22.89,0.01,-0.00,0.98,0
15080,87021,22.99,-0.00,-0.00,0.99,0
15120,87041,23.03,0.01,0.02,0.99,0
15160,87056,22.93,-0.01,0.01,1.00,0
15200,87016,23.02,-0.02,0.01,1.01,0
15240,87004,22.99,0.01,-0.00,1.00,0
15280,87059,23.04,-0.00,-0.01,0.99,0
15320,87122,22.97,-0.01,-0.00,1.02,0
15360,87069,22.93,0.01,0.02,0.97,0
15400,86910,22.95,-0.01,-0.00,1.02,0
15440,86745,22.93,-0.01,-0.01,1.00,0
15480,86673,23.00,-0.02,-0.01,1.02,0
15520,86653,22.94,-0.00,-0.01,1.00,0
15560,86607,22.94,-0.01,-0.01,1.00,0
15600,86544,23.08,-0.00,-0.01,1.01,0
15640,86533,23.01,0.00,-0.00,0.99,0
15680,86620,22.96,0.01,0.02,1.01,0
15720,86702,23.04,0.01,-0.00,1.02,0
15760,86682,22.97,-0.01,0.01,0.99,0
15800,86544,22.97,0.02,-0.01,0.99,0
15840,86415,22.96,-0.01,0.01,1.00,0
15880,86351,22.93,-0.02,-0.00,0.99,0
15920,86302,22.96,0.01,-0.00,1.01,0
15960,86207,22.99,0.02,0.00,1.02,0
16000,86096,23.01,-0.00,0.01,1.02,0
16040,86073,22.92,-0.01,-0.01,1.00,0
16080,86171,23.01,-0.00,0.01,1.02,0
16120,86266,23.00,0.02,-0.00,1.01,0
16160,86251,22.97,-0.00,0.01,0.99,0
16200,86169,23.03,-0.00,-0.01,1.00,0
16240,86088,23.01,-0.00,0.01,1.01,0
16280,86046,22.97,0.00,-0.00,1.00,0
16320,85971,22.95,-0.01,-0.02,0.98,0
16360,85829,22.99,-0.01,0.01,0.99,0
16400,85686,23.04,-0.02,-0.01,1.00,0
16440,85653,22.96,0.01,0.01,1.00,0
16480,85732,23.03,0.01,0.01,0.99,0
16520,85816,23.01,0.01,-0.01,0.99,0
16560,85812,23.03,0.01,-0.01,1.01,0
16600,85756,22.99,0.00,0.02,1.00,0
16640,85740,22.97,-0.01,-0.01,1.00,0
16680,85744,22.90,-0.01,0.01,1.00,0
16720,85669,23.03,0.00,-0.00,0.99,0
16760,85496,23.08,-0.00,-0.02,1.01,0
16800,85332,23.01,0.01,0.00,0.99,0
16840,85282,23.00,-0.01,-0.01,1.01,0
16880,85323,23.10,-0.00,-0.01,1.02,0
16920,85364,23.00,-0.02,0.02,1.00,0
16960,85358,23.01,-0.01,-0.00,0.98,0
17000,85339,23.02,0.00,-0.00,1.00,0
17040,85371,23.06,-0.01,0.00,1.00,0
17080,85413,23.03,0.00,-0.00,1.02,0
17120,85351,22.94,-0.01,0.01,0.98,0
17160,85185,22.93,0.03,0.01,0.98,0
17200,85016,23.00,0.01,0.01,1.00,0
17240,84946,22.99,0.01,0.01,1.01,0
17600,84717,22.98,-0.00,-0.00,0.99,0
17640,84654,23.07,-0.01,0.01,0.96,0
17680,84627,22.98,-0.01,-0.01,1.03,0
17720,84559,23.08,-0.01,0.00,0.99,0
17760,84480,23.03,0.02,0.00,1.03,0
17800,84478,22.92,0.01,-0.01,1.01,0
17840,84570,23.03,0.00,0.01,1.04,0
17880,84667,23.02,-0.02,0.01,1.01,0
17920,84659,23.05,-0.01,0.01,0.98,0
17960,84535,23.04,-0.00,0.02,0.98,0
18000,84439,22.99,0.00,0.01,1.01,0
18040,84388,22.92,0.00,-0.00,1.00,0
18080,84334,22.92,-0.03,-0.02,1.00,0
18120,84220,22.97,-0.01,-0.00,1.00,0
18160,84097,23.02,-0.00,0.01,1.02,0
18200,84077,23.01,-0.01,0.00,1.01,0
18240,84174,23.03,-0.00,0.00,1.00,0
18280,84265,22.96,0.01,-0.01,1.02,0
18320,84265,23.03,-0.01,-0.00,1.02,0
18360,84193,22.96,-0.03,0.02,1.00,0
18400,84141,23.03,0.01,-0.00,0.99,0
18440,84123,23.04,0.01,0.00,1.01,0
18480,84056,23.00,-0.00,0.01,1.00,0
18520,83903,22.95,-0.00,-0.01,1.02,0
18560,83757,23.01,-0.01,0.00,0.99,0
18600,83712,22.99,0.01,-0.00,1.01,0
18640,83787,22.92,0.00,-0.00,1.01,0
18680,83857,23.06,-0.01,0.01,1.01,0
18720,83854,23.03,-0.01,0.00,1.01,0
18760,83821,23.01,0.00,-0.01,1.04,0
18800,83829,23.05,0.00,0.02,0.98,0
18840,83851,23.04,0.01,-0.01,0.97,0
18880,83782,23.04,-0.01,-0.01,1.01,0
18920,83616,23.06,-0.01,0.01,0.97,0
18960,83444,23.02,-0.00,0.02,1.02,0
19000,83391,22.99,-0.00,-0.00,1.01,0
19040,83429,23.01,-0.01,-0.01,0.97,0
19080,83457,22.93,-0.01,0.02,0.99,0
19120,83442,22.99,-0.00,-0.01,1.00,0
19160,83429,23.03,0.00,0.00,0.99,0
19200,83489,22.95,-0.00,-0.02,1.01,0
19240,83550,23.06,-0.00,0.02,1.01,0
19280,83509,22.95,0.00,-0.00,1.01,0
19320,83348,23.03,0.00,0.02,1.00,0
19360,83185,23.05,0.01,-0.00,0.99,0
19400,83119,22.98,0.01,0.00,0.98,0
19440,83117,22.94,-0.01,-0.02,1.00,0
19480,83097,23.01,0.00,-0.00,1.02,0
19520,83036,22.98,-0.00,0.01,1.01,0
19560,83035,23.01,0.00,0.00,1.01,0
19600,83126,23.07,0.01,0.01,0.99,0
19640,83222,22.97,0.01,-0.01,1.01,0
19680,83199,22.99,-0.00,-0.01,1.01,0
19720,83064,23.03,-0.01,-0.00,1.01,0
19760,82932,23.04,0.02,0.01,0.98,0
19800,82877,22.97,-0.01,0.01,0.99,0
19840,82842,22.95,0.01,-0.00,1.00,0
19880,82754,23.00,-0.02,-0.00,1.01,0
19920,82663,23.00,0.01,-0.01,0.99,0
19960,82659,23.01,-0.00,-0.00,1.01,0
20000,82760,23.02,0.02,-0.00,1.02,0
20040,82869,23.02,0.01,-0.01,1.00,0
20080,82858,22.99,-0.00,-0.00,1.00,0
20120,82768,22.95,-0.01,-0.02,1.01,0
20160,82683,23.07,0.02,-0.01,1.00,0
20200,82654,22.96,-0.02,-0.02,1.01,0
20240,82594,22.96,0.00,0.01,1.00,0
20280,82459,22.93,0.01,0.01,1.02,0
20320,82330,22.95,0.01,0.01,0.98,0
20360,82309,22.92,0.01,-0.00,1.01,0
20400,82408,23.02,0.01,-0.01,0.98,0
20440,82495,23.07,0.00,-0.01,1.03,0
20480,82497,23.08,-0.02,-0.00,0.98,0
20520,82449,22.96,0.01,0.00,1.02,0
20560,82431,22.90,0.02,0.00,0.99,0
20600,82422,23.00,0.01,-0.01,1.03,0
20640,0,22.98,0.00,0.02,0.99,0
20680,82200,22.88,0.01,0.02,1.00,0
20720,82045,23.02,0.01,-0.02,1.00,0
20760,81999,22.99,0.01,-0.00,1.00,0
20800,82057,22.99,0.02,-0.00,0.96,0
20840,82125,23.02,0.01,0.00,1.00,0
20880,82122,22.99,0.01,0.01,1.00,0
20920,82102,23.01,0.01,0.01,0.99,0
20960,82138,23.09,-0.01,0.01,1.00,0
21000,82171,23.04,0.01,0.01,0.99,0
21040,82125,23.03,-0.01,0.01,1.00,0
21080,81960,23.01,0.02,-0.01,1.02,0
21120,81800,22.98,0.00,0.00,1.00,0
21160,81733,22.93,-0.01,0.00,0.99,0
21200,81770,23.00,-0.00,-0.01,1.00,0
21240,81773,22.92,0.01,-0.00,0.99,0
21280,81741,23.16,-0.00,-0.00,0.99,0
21320,81742,23.04,0.00,-0.00,1.00,0
21360,81822,22.99,-0.01,0.02,1.01,0
21400,81903,23.01,0.01,0.01,1.02,0
21440,81872,22.94,-0.00,-0.01,1.02,0
21480,81716,23.00,0.00,-0.00,0.98,0
21520,81573,22.93,-0.01,-0.02,1.01,0
21560,81508,23.00,0.01,-0.00,0.98,0
22040,81165,22.94,0.01,0.00,1.02,0
22080,81064,22.99,0.00,-0.02,1.00,0
22120,81054,23.01,-0.00,0.01,0.99,0
22160,81163,23.01,0.01,-0.02,1.00,0
22200,81264,23.10,-0.00,0.01,0.99,0
22240,81269,23.07,-0.01,0.01,0.99,0
22280,81191,23.06,0.01,0.01,0.98,0
22320,81145,22.95,0.00,0.02,0.99,0
22360,81121,22.98,0.00,0.00,1.02,0
22400,81064,22.99,0.00,0.01,1.01,0
22440,80924,22.96,-0.00,0.00,0.99,0
22480,80782,23.10,0.00,0.01,1.03,0
22520,80757,23.03,0.01,-0.00,0.99,0
22560,80837,22.95,-0.00,0.01,1.01,0
22600,80922,23.00,0.00,0.01,1.00,0
22640,80932,23.01,0.00,0.00,0.99,0
22680,80898,22.96,0.01,-0.01,1.03,0
22720,80899,23.00,0.01,-0.01,0.99,0
22760,80914,23.05,0.00,-0.01,1.00,0
22800,80860,23.03,0.01,-0.01,1.02,0
22840,80699,22.97,-0.00,-0.00,1.00,0
22880,80540,23.01,-0.01,0.01,1.01,0
22920,80494,23.08,0.00,-0.00,0.98,0
22960,80550,22.93,-0.01,0.02,1.03,0
23000,80591,23.01,-0.01,0.00,1.01,0
23040,80577,23.03,0.01,0.01,1.01,0
23080,80584,23.01,-0.01,0.00,0.97,0
23120,80631,22.94,-0.00,-0.01,0.98,0
23160,80686,22.98,0.01,0.02,0.99,0
23200,80650,22.98,-0.01,-0.01,1.01,0
23240,80488,23.02,-0.01,-0.02,0.99,0
23280,80332,23.07,0.00,-0.01,0.98,0
23320,80280,23.05,0.00,0.01,0.98,0
23360,80290,23.03,-0.01,0.02,0.98,0
23400,80281,22.95,-0.01,0.01,1.00,0
23440,80244,23.06,0.03,0.00,1.01,0
23480,80252,23.05,-0.01,-0.00,1.00,0
23520,80352,23.07,-0.02,-0.02,1.01,0
