t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
1800,101245,22.10,-0.01,0.00,1.00,0
1840,101252,22.08,0.01,-0.01,1.04,0
1880,101250,22.15,-0.01,-0.03,1.02,0
1920,101248,22.11,0.00,-0.01,0.98,0
1960,101256,22.01,0.03,0.02,0.99,0
2000,101252,22.19,-0.02,0.01,1.01,0
2040,101246,22.06,-0.01,-0.01,1.00,0
2080,101250,22.17,0.01,0.01,1.02,0
2120,101252,22.02,0.02,-0.00,0.98,0
2160,101249,22.09,-0.01,0.00,1.00,0
2200,101252,21.99,0.02,0.02,0.98,0
2240,101249,22.18,0.02,0.01,1.02,0
2280,101252,22.04,0.01,-0.01,1.04,0
2320,101254,22.07,-0.01,0.01,1.01,0
2360,101247,22.12,0.00,0.01,1.03,0
2400,101250,22.08,-0.01,-0.01,1.00,0
2440,101248,22.12,-0.02,0.00,0.98,0
2480,101250,22.11,-0.00,-0.00,1.02,0
2520,101246,22.21,0.01,0.02,1.00,0
2560,101248,22.20,-0.00,0.00,1.00,0
2600,101249,22.06,-0.01,-0.00,1.01,0
2640,101252,22.12,-0.01,-0.01,1.00,0
2680,101253,22.07,-0.01,-0.00,1.00,0
2720,101245,22.09,-0.02,0.00,1.01,0
2760,101247,22.12,-0.00,-0.03,1.01,0
2800,101252,22.08,0.01,-0.01,1.00,0
2840,101243,22.13,-0.02,0.03,0.98,0
2880,101248,22.15,-0.01,-0.00,1.02,0
2920,101249,22.05,-0.00,0.01,1.00,0
2960,101254,22.17,-0.01,-0.02,0.98,0
3000,101252,22.13,0.01,0.00,1.02,0
3040,101249,22.16,0.00,0.00,0.97,0
3080,101248,22.18,-0.01,-0.00,1.04,0
3120,101249,22.09,0.00,0.00,1.00,0
3160,101254,22.16,-0.01,0.02,0.97,0
3200,101248,22.11,0.02,0.01,0.99,0
3240,101249,22.12,-0.00,0.03,1.01,0
3280,101251,22.11,0.00,-0.01,1.02,0
3320,101249,22.18,0.02,0.00,1.03,0
3360,101249,22.19,0.00,-0.01,0.99,0
3400,101246,22.19,-0.01,0.03,1.00,0
3440,101249,22.13,0.01,-0.01,1.01,0
3480,101248,22.17,-0.01,0.02,1.00,0
3520,101253,22.23,-0.00,-0.02,0.98,0
3560,101252,22.15,-0.00,0.00,1.01,0
3600,101249,22.12,0.00,-0.01,0.99,0
3640,101252,22.31,0.02,-0.00,1.03,0
3680,101248,22.25,0.01,0.02,1.00,0
3720,101253,22.18,-0.01,0.01,0.98,0
3760,101249,22.16,0.01,-0.01,1.01,0
3800,101251,22.28,-0.01,0.02,0.99,0
3840,101245,22.14,0.00,0.01,0.99,0
3880,101251,22.16,-0.01,-0.01,1.00,0
3920,101244,22.16,-0.00,0.00,0.99,0
3960,101243,22.25,-0.01,-0.01,1.03,0
4000,101248,22.27,0.00,0.01,1.01,0
4040,101247,22.17,0.01,0.00,1.02,0
4080,101250,22.11,0.01,0.00,0.99,0
4120,101257,22.18,-0.00,-0.02,0.99,0
4160,101247,22.24,-0.02,-0.00,0.96,0
4200,101247,22.18,0.00,-0.00,1.00,0
4240,101250,22.15,0.01,-0.01,1.01,0
4280,101251,22.22,-0.00,0.02,0.99,0
4320,101249,22.26,0.00,0.00,1.02,0
4360,101249,22.24,-0.00,-0.00,1.00,0
4400,101252,22.22,-0.00,-0.01,0.96,0
4440,101251,22.21,-0.00,0.01,1.01,0
4480,101246,22.28,0.02,-0.00,0.99,0
4520,101249,22.26,-0.01,-0.00,1.02,0
4560,101249,22.25,0.01,-0.02,1.00,0
4600,101246,22.28,-0.02,0.00,1.01,0
4640,101250,22.11,0.02,-0.01,1.00,0
4680,101247,22.32,-0.02,0.01,0.99,0
4720,101252,22.24,-0.01,0.02,0.98,0
4760,101250,22.25,0.01,-0.00,1.00,0
4800,101250,22.22,0.01,0.01,1.00,0
4840,101247,22.18,0.00,0.01,1.00,0
4880,101249,22.31,-0.02,0.03,1.00,0
4920,101243,22.19,-0.02,0.01,1.01,0
4960,101246,22.23,-0.00,0.00,0.99,0
5000,101250,22.30,0.01,-0.00,0.98,0
5040,101242,22.32,-0.01,-0.01,1.02,0
5080,101252,22.28,-0.02,-0.02,0.99,0
5120,101244,22.19,-0.00,0.03,1.04,0
5160,101252,22.25,0.01,0.01,1.00,0
5200,101247,22.18,0.01,-0.00,1.01,0
5240,101252,22.29,-0.01,0.02,1.00,0
5280,101250,22.27,-0.01,0.01,1.02,0
5320,101244,22.23,0.01,-0.01,0.98,0
5360,101253,22.25,0.01,0.01,1.02,0
5400,101254,22.23,-0.00,0.00,1.01,0
5440,101249,22.26,-0.01,-0.02,1.02,0
5480,101248,22.32,-0.01,0.02,1.00,0
5520,101249,22.30,0.02,-0.01,0.99,0
5560,101246,22.19,0.00,0.01,1.01,0
5560,101246,22.19,0.00,0.01,1.01,0
5600,101253,22.31,0.00,0.01,0.98,0
5640,101247,22.30,0.01,-0.00,1.03,0
5680,101249,22.30,0.02,0.01,1.00,0
5720,101247,22.38,0.01,0.00,1.00,0
5760,101247,22.23,-0.00,-0.00,1.00,0
5800,101245,22.26,0.01,-0.00,0.98,0
5840,101253,22.26,-0.01,-0.02,1.00,0
5880,101249,22.34,-0.01,-0.02,1.00,0
5920,101252,22.44,-0.01,0.00,0.99,0
5960,101249,22.34,0.02,-0.00,1.02,0
6000,101247,22.24,0.00,-0.02,1.00,0
6040,101248,22.27,0.00,-0.01,1.00,0
6080,101247,22.31,-0.01,-0.01,0.98,0
6120,101249,22.28,0.01,-0.00,1.00,0
6160,101248,22.37,-0.00,0.00,1.01,0
6200,101248,22.33,0.00,0.00,1.03,0
6240,101245,22.30,-0.00,0.01,1.02,0
6280,101246,22.38,0.00,0.01,1.01,0
6320,101254,22.32,0.01,0.01,1.00,0
6360,101247,22.40,-0.00,0.02,1.03,0
6400,101246,22.42,0.00,-0.00,0.98,0
6440,101250,22.31,0.03,-0.02,0.98,0
6480,101254,22.36,0.01,-0.02,1.00,0
6520,101244,22.34,-0.02,0.01,0.98,0
6560,101248,22.38,0.00,-0.01,0.98,0
6600,101247,22.31,-0.00,-0.00,0.99,0
6640,101243,22.32,0.01,-0.01,1.00,0
6680,101251,22.35,0.00,0.01,1.02,0
6720,101249,22.31,0.00,-0.04,1.00,0
6760,101249,22.37,-0.01,0.02,0.97,0
6800,101247,22.40,-0.01,-0.01,0.99,0
6840,101250,22.32,-0.01,-0.02,0.99,0
6880,101247,22.39,0.01,0.02,0.99,0
6920,101249,22.32,-0.00,0.00,1.01,0
6960,101245,22.43,0.01,0.00,1.02,0
7000,101245,22.30,-0.02,0.01,1.00,0
7040,101253,22.35,0.01,-0.00,1.00,0
7080,101247,22.37,0.01,0.01,1.00,0
7120,101250,22.36,-0.03,0.01,0.98,0
7160,101249,22.35,0.03,-0.00,0.98,0
7200,101248,22.43,-0.01,-0.00,1.00,0
7240,101247,22.39,0.01,-0.00,1.02,0
7280,101251,22.31,0.01,-0.01,1.01,0
7320,101248,22.33,-0.01,0.02,0.98,0
7360,101248,22.30,0.01,-0.00,0.99,0
7400,101249,22.36,0.03,-0.01,1.00,0
7440,101253,22.37,-0.01,-0.00,1.01,0
7480,101251,22.32,0.01,-0.01,1.00,0
7520,101250,22.39,0.04,-0.02,1.00,0
7560,101247,22.50,-0.01,0.01,1.00,0
7600,101244,22.30,0.00,-0.01,1.00,0
7640,101252,22.30,0.01,-0.03,1.00,0
7680,101252,22.44,0.01,-0.00,1.00,0
7720,101248,22.36,0.03,-0.00,1.00,0
7760,101251,22.34,-0.01,0.01,0.99,0
7800,101251,22.34,-0.01,-0.00,1.00,0
7840,101252,22.36,-0.00,-0.01,1.02,0
7880,101252,22.39,-0.00,0.00,1.00,0
7920,101247,22.31,-0.00,0.02,1.01,0
7960,101254,22.45,-0.01,-0.02,0.99,0
8000,101245,22.46,-0.01,-0.01,1.02,0
8040,101252,22.38,-0.00,0.00,1.00,0
8080,101250,22.38,0.00,-0.01,1.00,0
8120,101252,22.43,-0.01,-0.00,0.98,0
8160,101255,22.44,0.01,0.01,1.02,0
8200,101254,22.45,0.01,-0.01,1.01,0
8240,101245,22.36,0.03,0.00,1.01,0
8280,101243,22.34,0.01,0.01,0.98,0
8320,101251,22.38,-0.01,-0.01,1.02,0
8360,101246,22.52,-0.01,0.01,1.00,0
8400,101249,22.48,-0.03,-0.01,1.02,0
8440,101251,22.37,0.01,-0.01,1.02,0
8480,101244,22.44,-0.01,-0.01,1.00,0
8520,101242,22.47,-0.00,-0.01,1.05,0
8560,101250,22.34,-0.00,0.01,0.98,0
8600,101249,22.42,-0.01,-0.02,1.01,0
8640,101248,22.36,-0.01,0.01,0.98,0
8680,101249,22.45,0.01,0.01,1.01,0
8720,101246,22.41,-0.02,0.00,1.01,0
8760,101244,22.40,-0.01,0.01,0.98,0
8800,101248,22.45,-0.01,-0.02,1.02,0
8840,101246,22.46,0.01,-0.02,1.00,0
8880,101243,22.45,-0.01,0.02,0.97,0
8920,101250,22.47,-0.02,-0.02,0.98,0
8960,101249,22.46,-0.01,-0.01,0.99,0
9000,101250,22.36,-0.01,-0.01,0.99,0
9040,101246,22.42,-0.03,-0.01,1.02,0
9080,101247,22.42,-0.00,-0.01,0.99,0
9120,101245,22.44,-0.02,-0.00,0.97,0
9160,101246,22.46,-0.02,0.01,1.01,0
9200,101249,22.36,0.01,-0.01,1.02,0
9240,101246,22.42,-0.00,-0.00,1.02,0
9280,101250,22.35,0.01,-0.00,0.99,0
9320,101250,22.44,0.01,0.01,1.02,0
9360,101255,22.42,-0.02,-0.01,1.00,0
9400,101244,22.43,0.01,0.03,1.00,0
9440,101251,22.37,0.01,-0.01,1.00,0
9480,101248,22.50,0.00,-0.00,1.00,0
9520,101249,22.50,0.01,0.02,0.95,0
9560,101244,22.42,-0.01,0.01,1.00,0
9600,101247,22.50,-0.02,-0.00,1.01,0
9640,101251,22.46,-0.01,0.00,1.02,0
9680,101248,22.36,0.02,0.00,0.99,0
9720,101249,22.50,-0.00,0.01,0.99,0
9760,101248,22.52,-0.01,0.00,1.01,0
9800,101252,22.47,0.01,-0.01,1.01,0
9840,101249,22.45,-0.01,-0.00,1.00,0
9880,101242,22.43,0.01,-0.00,1.01,0
9920,101246,22.40,-0.02,-0.00,0.98,0
9960,101242,22.47,0.01,0.01,1.02,0
10000,101238,22.52,-0.01,0.01,0.99,0
10040,101247,22.51,-0.01,0.01,1.00,0
10080,101253,22.47,-0.02,0.00,0.99,0
10120,101249,22.50,-0.01,-0.01,1.01,0
10160,101245,22.56,-0.02,-0.00,1.00,0
10200,101246,22.48,-0.01,0.02,0.99,0
10240,101252,22.51,-0.01,-0.00,0.96,0
10280,101249,22.54,-0.00,-0.01,1.02,0
10320,101249,22.48,-0.01,-0.01,1.01,0
10360,101248,22.50,-0.00,-0.02,0.98,0
10400,101249,22.52,-0.00,-0.03,0.99,0
10440,101251,22.51,0.03,-0.01,0.97,0
10480,101250,22.54,-0.01,-0.02,1.01,0
10520,101249,22.49,-0.01,-0.02,1.00,0
10560,101245,22.51,-0.02,0.01,0.98,0
10600,101250,22.58,0.00,-0.00,1.00,0
10640,101246,22.48,-0.00,0.02,0.99,0
10680,101252,22.55,-0.01,-0.00,1.01,0
10720,101244,22.46,0.00,-0.03,0.98,0
10760,101248,22.50,0.01,0.01,0.98,0
10800,101248,22.51,0.00,-0.02,1.00,0
10840,101244,22.59,0.01,-0.01,0.99,0
10880,101254,22.48,-0.01,-0.00,1.01,0
10920,101253,22.53,-0.01,0.01,1.01,0
10960,101247,22.50,-0.00,-0.00,0.97,0
11000,101251,22.54,0.01,0.02,1.00,0
11040,101250,22.52,-0.00,0.01,1.01,0
11080,101240,22.49,0.00,0.01,0.97,0
11120,101249,22.60,-0.00,0.01,1.00,0
11160,101248,22.52,-0.00,0.00,1.01,0
11200,101249,22.52,-0.01,-0.01,0.98,0
11240,101245,22.58,-0.01,0.02,1.00,0
11280,101248,22.54,0.01,-0.01,0.99,0
11320,101248,22.58,0.01,-0.01,1.04,0
11360,101252,22.57,-0.02,-0.00,1.01,0
11400,101249,22.56,0.01,0.03,1.01,0
11440,101248,22.65,0.01,-0.01,1.02,0
11480,101253,22.52,0.01,0.01,0.99,0
11520,101247,22.52,-0.00,0.00,1.02,0
11560,101247,22.56,0.02,0.01,0.99,0
11600,101243,22.53,0.00,-0.01,1.00,0
11640,101253,22.60,0.00,0.01,0.99,0
11680,101251,22.52,-0.02,-0.02,0.99,0
11720,101251,22.57,-0.00,-0.00,1.03,0
11760,101250,22.51,-0.00,-0.01,0.99,0
11800,101249,22.64,-0.00,0.01,0.98,0
11840,101249,22.67,0.03,-0.01,1.00,0
11880,101247,22.57,0.01,-0.02,1.01,0
11920,101248,22.61,-0.01,-0.03,0.99,0
11960,101248,22.56,0.01,-0.01,0.98,0
12000,101253,22.61,0.00,0.01,1.00,0
12040,101250,22.63,0.01,-0.02,1.00,0
12080,101248,22.62,0.00,0.02,0.99,0
12120,101246,22.62,-0.01,-0.00,0.99,0
12160,101246,22.54,-0.02,0.00,1.01,0
12200,101253,22.56,-0.02,-0.01,1.01,0
12240,101250,22.53,0.01,-0.02,1.00,0
12280,101248,22.63,0.01,-0.01,0.99,0
12320,101247,22.52,0.01,-0.00,0.99,0
12360,101245,22.58,0.00,0.00,1.02,0
12400,101248,22.49,0.01,-0.01,1.00,0
12440,101251,22.58,-0.00,0.01,1.00,0
12480,101247,22.53,-0.00,-0.00,1.01,0
12520,101247,22.61,-0.00,0.01,0.98,0
12560,101247,22.72,-0.01,-0.01,1.01,0
12600,101249,22.66,0.01,0.02,1.01,0
12640,101243,22.61,0.00,-0.00,0.99,0
12680,101247,22.69,0.02,0.00,1.00,0
12720,101245,22.59,-0.02,-0.01,0.99,0
12760,101251,22.61,-0.01,-0.02,1.01,0
12800,101246,22.70,-0.03,-0.00,1.01,0
12840,101250,22.56,-0.02,0.00,1.00,0
12880,101253,22.59,0.02,0.02,1.01,0
12920,101247,22.62,-0.00,0.01,1.00,0
12960,101246,22.70,0.02,-0.01,1.01,0
13000,101249,22.71,0.01,-0.01,1.00,0
13040,101248,22.61,0.00,0.00,1.00,0
13080,101245,22.68,0.02,-0.01,0.98,0
13120,101250,22.65,0.00,0.01,0.99,0
13160,101255,22.65,-0.01,0.01,1.03,0
13200,101247,22.59,-0.03,-0.01,0.99,0
13240,101247,22.65,0.00,0.01,1.04,0
13280,101245,22.62,-0.00,0.01,0.97,0
13320,101249,22.68,-0.01,-0.02,0.99,0
13360,101244,22.67,0.01,0.02,1.01,0
13400,101245,22.61,0.01,-0.00,1.04,0
13440,101252,22.55,0.02,0.01,1.01,0
13480,101245,22.65,-0.01,-0.01,0.98,0
13520,101252,22.76,0.01,0.01,1.01,0
13560,101253,22.56,-0.00,0.00,1.02,0
13600,101249,22.61,0.00,-0.00,1.00,0
13640,101250,22.62,0.01,0.00,0.97,0
13680,101254,22.72,0.03,-0.01,1.02,0
13720,101247,22.62,-0.01,0.02,1.00,0
13760,101246,22.74,0.00,0.01,1.00,0
13800,101244,22.74,0.02,0.01,0.99,0
13840,101248,22.65,-0.01,0.01,1.01,0
13880,101253,22.64,0.01,-0.01,1.03,0
13920,101251,22.72,0.02,-0.01,0.99,0
13960,101245,22.59,0.01,-0.01,1.02,0
14000,101245,22.69,0.01,-0.01,0.99,0
14040,101246,22.69,0.01,-0.01,1.01,0
14080,101249,22.64,0.01,-0.00,1.00,0
14120,101247,22.71,0.02,-0.00,1.02,0
14160,101249,22.64,0.01,-0.01,1.01,0
14200,101249,22.64,0.00,0.01,0.99,0
14240,101247,22.60,-0.00,0.01,1.01,0
14280,101248,22.65,0.01,-0.00,1.01,0
14320,101249,22.65,0.01,0.02,0.99,0
14360,101248,22.68,0.01,0.01,1.01,0
14400,101250,22.69,-0.02,0.00,0.98,0
14440,101254,22.70,-0.03,0.02,1.03,0
14480,101250,22.72,-0.01,-0.00,1.02,0
14520,101248,22.74,-0.01,0.02,1.01,0
14560,101243,22.73,-0.00,0.00,0.99,0
14600,101249,22.72,-0.01,0.02,1.00,0
14640,101242,22.72,0.01,0.01,0.98,0
14680,101243,22.77,0.00,-0.01,0.99,0
14720,101251,22.68,-0.01,0.00,0.99,0
14760,101250,22.72,0.00,-0.01,1.03,0
14800,101247,22.71,0.01,0.00,1.00,0
14840,101242,22.75,0.02,0.00,0.99,0
14880,101247,22.75,-0.02,0.00,1.00,0
14920,101246,22.74,-0.02,-0.00,0.99,0
14960,101250,22.70,0.01,-0.00,0.99,0
15000,101255,22.78,0.00,-0.02,0.99,0
15040,101249,22.75,0.01,0.00,1.01,0
15080,101245,22.68,-0.00,-0.01,0.99,0
15120,101244,22.68,-0.01,-0.00,1.00,0
15160,101248,22.69,0.01,-0.00,1.02,0
15200,101247,22.78,-0.01,0.01,0.98,0
15240,101244,22.80,0.00,-0.01,0.97,0
15280,101248,22.71,-0.02,0.01,0.98,0
15320,101244,22.72,0.01,0.00,1.00,0
15360,101251,22.72,0.01,-0.01,1.01,0
15400,101251,22.68,0.00,-0.01,1.00,0
15440,101251,22.77,0.01,-0.02,0.99,0
15480,101246,22.69,0.01,-0.01,1.01,0
15520,101249,22.72,-0.02,0.00,0.98,0
15560,101247,22.78,0.01,0.02,0.98,0
15600,101247,22.82,0.01,-0.02,1.03,0
15640,101247,22.83,-0.01,0.00,0.98,0
15680,101244,22.74,0.00,0.01,0.99,0
15720,101243,22.75,-0.01,0.00,1.01,0
15760,101250,22.76,0.01,0.01,1.01,0
15800,101247,22.81,-0.01,-0.00,0.97,0
15840,101248,22.76,-0.01,0.01,0.99,0
15880,101251,22.73,-0.00,-0.00,1.01,0
15920,101242,22.72,-0.02,-0.02,1.02,0
15960,101245,22.70,-0.01,-0.01,1.01,0
16000,101248,22.74,0.01,-0.01,1.00,0
16040,101249,22.80,0.01,-0.01,0.99,0
16080,101247,22.76,-0.02,0.01,1.01,0
16120,101251,22.80,-0.02,0.00,1.01,0
16160,101248,22.82,-0.01,0.01,1.03,0
16200,101244,22.75,-0.00,-0.00,0.98,0
16240,101245,22.76,0.02,-0.01,1.00,0
16280,101250,22.84,0.01,0.00,0.99,0
16320,101249,22.77,0.00,0.01,1.00,0
16360,101242,22.83,-0.02,0.01,0.99,0
16400,101252,22.78,-0.01,0.01,1.00,0
16440,101250,22.82,-0.01,0.00,1.02,0
16480,101252,22.84,-0.00,0.00,0.99,0
16520,101246,22.78,0.00,0.01,1.01,0
16560,101247,22.86,0.02,-0.01,1.00,0
16600,101244,22.77,-0.02,-0.01,0.99,0
16640,101256,22.88,0.00,-0.00,1.00,0
16680,101247,22.76,0.00,-0.00,0.98,0
16720,101253,22.77,0.04,0.01,1.00,0
16760,101246,22.83,-0.01,0.00,1.01,0
16800,101248,22.72,-0.01,-0.00,1.00,0
16840,101242,22.78,0.00,0.01,1.01,0
16880,101246,22.86,0.01,-0.01,1.00,0
16920,101251,22.79,0.01,-0.00,1.00,0
16960,101244,22.89,-0.00,-0.02,1.00,0
17000,101251,22.83,-0.01,0.00,1.02,0
17040,101249,22.79,-0.00,-0.01,1.01,0
17080,101244,22.81,-0.01,-0.00,1.03,0
17120,101246,22.73,-0.02,0.00,0.98,0
17160,101246,22.91,-0.02,-0.02,0.99,0
17200,101247,22.87,0.01,0.01,1.00,0
17240,101246,22.89,-0.02,0.00,1.02,0
17280,101245,22.77,0.00,0.01,1.02,0
17320,101247,22.82,0.02,0.01,1.02,0
17360,101244,22.78,-0.01,-0.01,1.03,0
17400,101243,22.72,-0.02,0.01,1.00,0
17440,101247,22.69,-0.00,-0.00,1.02,0
17480,101250,22.74,-0.01,0.01,1.01,0
17520,101243,22.79,-0.00,-0.02,1.02,0
17560,101248,22.82,0.02,0.01,0.99,0
17600,101245,22.83,0.01,0.01,1.02,0
17640,101244,22.90,0.00,0.01,0.99,0
17680,101250,22.81,0.01,0.00,0.98,0
17720,101246,22.84,-0.01,-0.01,1.02,0
17760,101252,22.80,-0.01,0.01,1.00,0
17800,101245,22.86,-0.02,0.00,1.00,0
17840,101249,22.81,-0.01,-0.00,1.01,0
17880,101247,22.94,0.00,0.02,1.00,0
17920,101245,22.78,0.00,0.02,1.02,0
17960,101249,22.81,0.03,-0.01,0.99,0
18000,101247,22.83,0.02,0.01,1.01,0
18040,101249,22.75,-0.00,-0.00,1.01,0
18080,101247,22.84,0.01,-0.01,0.98,0
18120,101244,22.78,0.02,0.01,0.99,0
18160,101247,22.92,-0.00,-0.00,0.98,0
18200,101248,22.84,0.00,0.00,0.99,0
18240,101251,22.92,0.02,-0.01,1.01,0
18280,101245,22.80,0.01,-0.01,1.00,0
18320,101247,22.88,-0.00,0.01,0.99,0
18360,101242,22.85,0.00,0.00,1.00,0
18400,101250,22.87,-0.01,0.01,1.00,0
18440,101244,22.92,0.02,-0.00,0.99,0
18480,101242,22.86,-0.01,-0.02,1.02,0
18520,101247,22.90,0.03,-0.01,1.01,0
18560,101251,22.90,-0.00,0.01,1.00,0
18600,101243,22.88,0.00,-0.03,0.99,0
18640,101244,22.85,0.02,0.01,1.01,0
18680,101245,22.92,-0.00,0.02,1.00,0
18720,101244,22.82,0.01,0.01,1.00,0
18760,101249,22.91,0.01,0.02,1.01,0
18800,101245,22.98,0.00,0.02,0.98,0
18840,101245,22.94,0.00,0.00,0.98,0
18880,101249,22.95,-0.00,-0.01,0.99,0
18920,101245,22.89,0.00,-0.01,0.99,0
18960,101249,22.92,-0.00,0.02,0.99,0
19000,101244,22.94,0.02,-0.00,1.02,0
19040,101243,22.92,0.00,0.02,0.99,0
19080,101241,22.88,-0.02,-0.00,1.02,0
19120,101253,22.90,0.01,-0.01,1.02,0
19160,101246,22.91,-0.00,0.02,1.00,0
19200,101248,22.94,0.00,0.01,1.00,0
19240,101247,22.86,0.00,0.01,1.01,0
19720,101246,23.01,-0.01,-0.00,0.98,0
19760,101252,22.93,-0.02,0.00,1.02,0
19800,101238,22.96,0.00,-0.00,1.01,0
19840,101249,22.89,-0.00,0.03,0.98,0
19880,101244,22.92,-0.02,0.01,1.00,0
19920,101251,22.88,-0.01,0.01,1.01,0
19960,101244,22.99,-0.00,0.01,1.02,0
20000,101246,22.98,-0.02,-0.02,0.98,0
20040,101242,22.96,-0.02,-0.01,1.00,0
20080,101244,22.91,-0.01,0.01,1.01,0
20120,101252,22.99,0.01,0.02,1.00,0
20160,101250,22.95,-0.02,-0.00,0.99,0
20200,101246,23.01,0.01,0.02,1.02,0
20240,101244,23.01,0.01,0.00,0.99,0
20280,101241,22.96,-0.01,0.00,1.00,0
20320,101246,22.86,-0.03,-0.01,0.99,0
20360,101247,22.95,0.01,-0.01,0.98,0
20400,101247,22.98,0.01,0.02,0.99,0
20440,101247,22.95,-0.00,0.02,1.01,0
20480,101244,22.97,0.01,-0.00,1.00,0
20520,101247,22.97,-0.01,-0.00,1.00,0
20560,101247,22.98,0.02,0.01,1.00,0
20600,101251,22.87,-0.02,-0.01,0.99,0
20640,101253,22.91,-0.00,0.00,0.99,0
20680,101247,22.97,-0.00,-0.01,0.99,0
20720,101245,22.97,0.00,-0.01,0.97,0
20760,101247,22.93,0.01,-0.02,1.01,0
20800,101245,22.95,0.00,-0.01,1.01,0
20840,101245,22.98,0.00,-0.02,1.01,0
20880,101247,22.90,-0.00,0.01,1.00,0
20920,101244,23.01,0.00,0.00,0.99,0
20960,101249,23.04,0.01,-0.01,0.99,0
21000,101247,23.00,-0.01,0.00,1.01,0
21040,101248,23.02,0.02,0.00,0.98,0
21080,101246,22.95,0.01,0.02,0.99,0
21120,101245,22.95,0.02,-0.00,1.01,0
21160,101244,23.05,-0.01,-0.00,0.99,0
21200,101246,23.02,0.01,-0.01,1.01,0
21240,101245,22.92,0.00,0.00,1.00,0
21280,101248,22.93,-0.00,-0.01,1.02,0
21320,101247,22.99,-0.00,-0.00,1.01,0
21360,101243,23.01,0.01,-0.01,1.02,0
21400,101247,22.98,0.01,0.00,1.01,0
21440,101243,23.01,-0.02,-0.01,1.00,0
21480,101245,23.08,-0.01,0.00,1.02,0
21520,101246,22.99,0.00,0.00,0.99,0
21560,101240,23.02,0.01,0.01,0.99,0
21600,101247,23.15,0.00,-0.00,0.99,0
21640,101247,22.97,0.01,-0.03,1.00,0
21680,101246,22.95,-0.00,-0.00,0.98,0
21720,101246,22.97,0.01,-0.01,1.00,0
21760,101246,23.01,0.01,0.01,1.01,0
21800,101244,23.05,0.01,-0.01,1.02,0
21840,101246,23.00,-0.01,-0.00,0.99,0
21880,101245,23.05,0.01,0.01,1.00,0
21920,101247,23.00,-0.00,-0.01,0.99,0
21960,101243,23.13,-0.01,-0.01,1.01,0
22000,101248,23.05,0.01,-0.01,0.98,0
22040,101247,23.10,-0.01,-0.00,1.00,0
22080,101246,22.95,-0.00,-0.01,1.01,0
22120,101246,23.02,-0.03,0.01,0.96,0
22160,101249,23.02,-0.01,-0.01,1.00,0
22200,101242,23.09,-0.01,-0.01,1.01,0
22240,101248,23.07,0.01,0.00,1.00,0
22280,101248,23.02,-0.01,0.01,1.02,0
22320,101248,23.14,-0.01,-0.00,1.00,0
22360,101248,23.04,-0.01,0.02,1.02,0
22400,101245,23.04,-0.01,-0.00,0.98,0
22440,101246,23.04,0.01,0.02,1.01,0
22480,101249,23.12,-0.01,-0.04,1.02,0
22520,101248,23.07,-0.00,0.02,0.99,0
22560,101248,23.01,-0.01,0.02,1.01,0
22600,101242,22.98,0.02,-0.00,1.01,0
22640,101249,23.03,0.02,0.00,1.02,0
22680,101251,23.02,0.01,0.00,1.00,0
22720,101250,23.03,-0.01,-0.01,0.99,0
22760,101248,23.07,0.01,-0.02,0.98,0
22800,101242,23.04,-0.02,-0.00,1.00,0
22840,101250,23.06,0.00,0.01,1.01,0
