zaman_s,irtifa_m,olay
31.05,2364,
31.10,2367,
31.15,2369,
31.20,2371,
31.25,2372,
31.30,2374,
31.35,2376,
31.40,2378,
31.45,2381,
31.50,2383,
31.55,2385,
31.60,2387,
31.65,2389,
31.70,2390,
31.75,2392,
31.80,2393,
31.85,2396,
31.90,2398,
31.95,2400,
32.00,2402,
32.05,2405,
32.10,2406,
32.15,2407,
32.20,2409,
32.25,2411,
32.30,2413,
32.35,2415,
32.40,2417,
32.45,2420,
32.50,2421,
32.55,2423,
32.60,2424,
32.65,2426,
32.70,2428,
32.75,2430,
32.80,2432,
32.85,2435,
32.90,2437,
32.95,2438,
33.00,2439,
33.05,2441,
33.10,2443,
33.15,2444,
33.20,2447,
33.25,2449,
33.30,2451,
33.35,2453,
33.40,2454,
33.45,2456,
33.50,2457,
33.55,2458,
33.60,2461,
33.65,2463,
33.70,2465,
33.75,2467,
33.80,2468,
33.85,2470,
33.90,2471,
33.95,2472,
34.00,2474,
34.05,2476,
34.10,2478,
34.15,2480,
34.20,2483,
34.25,2484,
34.30,2485,
34.35,2486,
34.40,2488,
34.45,2490,
34.50,2492,
34.55,2494,
34.60,2496,
34.65,2498,
34.70,2499,
34.75,2500,
34.80,2502,
34.85,2503,
34.90,2505,
34.95,2507,
35.00,2509,
35.05,2511,
35.10,2512,
35.15,2513,
35.20,2515,
35.25,2516,
35.30,2517,
35.35,2519,
35.40,2522,
35.45,2524,
35.50,2525,
35.55,2527,
35.60,2528,
35.65,2529,
35.70,2530,
35.75,2532,
35.80,2534,
35.85,2536,
35.90,2538,
35.95,2540,
36.00,2541,
36.05,2542,
36.10,2543,
36.15,2545,
36.20,2547,
36.25,2548,
36.30,2550,
36.35,2552,
36.40,2554,
36.45,2555,
36.50,2556,
36.55,2557,
36.60,2558,
36.65,2560,
36.70,2562,
36.75,2564,
36.80,2566,
36.85,2567,
36.90,2568,
36.95,2569,
37.00,2570,
37.05,2572,
37.10,2573,
37.15,2575,
37.20,2577,
37.25,2579,
37.30,2580,
37.35,2581,
37.40,2582,
37.45,2583,
37.50,2584,
37.55,2587,
37.60,2588,
37.65,2590,
37.70,2592,
37.75,2593,
37.80,2594,
37.85,2595,
37.90,2596,
37.95,2598,
38.00,2600,
38.05,2601,
38.10,2603,
38.15,2604,
38.20,2605,
38.25,2606,
38.30,2607,
38.35,2609,
38.40,2610,
38.45,2612,
38.50,2614,
38.55,2615,
38.60,2616,
38.65,2617,
38.70,2618,
38.75,2619,
38.80,2621,
38.85,2622,
38.90,2625,
38.95,2626,
39.00,2627,
39.05,2628,
39.10,2629,
39.15,2630,
39.20,2631,
39.25,2632,
39.30,2634,
39.35,2636,
39.40,2637,
39.45,2639,
39.50,2640,
39.55,2641,
39.60,2642,
39.65,2643,
39.70,2644,
39.75,2646,
39.80,2648,
39.85,2649,
39.90,2650,
39.95,2651,
40.00,2652,
40.05,2653,
40.10,2654,
40.15,2656,
40.20,2658,
40.25,2659,
40.30,2661,
40.35,2662,
40.40,2662,
40.45,2663,
40.50,2664,
40.55,2666,
40.60,2667,
40.65,2669,
40.70,2670,
40.75,2671,
40.80,2672,
40.85,2673,
40.90,2674,
40.95,2675,
41.00,2676,
41.05,2678,
41.10,2680,
41.15,2681,
41.20,2682,
41.25,2683,
41.30,2684,
41.35,2684,
41.40,2685,
41.45,2687,
41.50,2689,
41.55,2690,
41.60,2691,
41.65,2692,
41.70,2693,
41.75,2693,
41.80,2694,
41.85,2696,
41.90,2698,
41.95,2699,
42.00,2700,
42.05,2702,
42.10,2702,
42.15,2703,
42.20,2703,
42.25,2705,
42.30,2706,
42.35,2707,
42.40,2709,
42.45,2710,
42.50,2711,
42.55,2712,
42.60,2712,
42.65,2713,
42.70,2715,
42.75,2716,
42.80,2717,
42.85,2719,
42.90,2720,
42.95,2721,
43.00,2721,
43.05,2722,
43.10,2723,
43.15,2724,
43.20,2725,
43.25,2727,
43.30,2729,
43.35,2729,
43.40,2730,
43.45,2731,
43.50,2731,
43.55,2732,
43.60,2734,
43.65,2735,
43.70,2736,
43.75,2737,
43.80,2738,
43.85,2739,
43.90,2740,
43.95,2740,
44.00,2741,
44.05,2743,
44.10,2744,
44.15,2745,
44.20,2747,
44.25,2748,
44.30,2748,
44.35,2748,
44.40,2749,
44.45,2751,
44.50,2752,
44.55,2753,
44.60,2755,
44.65,2755,
44.70,2756,
44.75,2756,
44.80,2757,
44.85,2758,
44.90,2759,
44.95,2760,
45.00,2762,
45.05,2763,
45.10,2764,
45.15,2764,
45.20,2765,
45.25,2766,
45.30,2766,
45.35,2768,
45.40,2769,
45.45,2770,
45.50,2771,
45.55,2772,
45.60,2773,
45.65,2773,
45.70,2774,
45.75,2775,
45.80,2776,
45.85,2778,
45.90,2779,
45.95,2780,
46.00,2780,
46.05,2781,
46.10,2781,
46.15,2782,
46.20,2783,
46.25,2784,
46.30,2786,
46.35,2787,
46.40,2788,
46.45,2788,
46.50,2789,
46.55,2789,
46.60,2790,
46.65,2791,
46.70,2792,
46.75,2794,
46.80,2795,
46.85,2795,
46.90,2796,
46.95,2796,
47.00,2797,
47.05,2797,
47.10,2799,
47.15,2800,
47.20,2802,
47.25,2802,
47.30,2803,
47.35,2803,
47.40,2804,
47.45,2804,
47.50,2805,
47.55,2807,
47.60,2808,
47.65,2809,
47.70,2810,
47.75,2810,
47.80,2811,
47.85,2811,
47.90,2812,
47.95,2813,
48.00,2814,
48.05,2815,
48.10,2816,
48.15,2817,
48.20,2817,
48.25,2817,
48.30,2818,
48.35,2819,
48.40,2820,
48.45,2821,
48.50,2822,
48.55,2824,
48.60,2824,
48.65,2824,
48.70,2825,
48.75,2825,
48.80,2826,
48.85,2827,
48.90,2828,
48.95,2830,
49.00,2830,
49.05,2831,
49.10,2831,
49.15,2832,
49.20,2832,
49.25,2833,
49.30,2834,
49.35,2836,
49.40,2836,
49.45,2837,
49.50,2838,
49.55,2838,
49.60,2838,
49.65,2839,
49.70,2840,
49.75,2841,
49.80,2842,
49.85,2843,
49.90,2844,
49.95,2844,
50.00,2844,
50.05,2844,
50.10,2845,
50.15,2847,
50.20,2848,
50.25,2849,
50.30,2849,
50.35,2850,
50.40,2850,
50.45,2850,
50.50,2851,
50.55,2852,
50.60,2853,
50.65,2854,
50.70,2855,
50.75,2856,
50.80,2856,
50.85,2856,
50.90,2856,
50.95,2857,
51.00,2858,
51.05,2859,
51.10,2860,
51.15,2861,
51.20,2861,
51.25,2862,
51.30,2862,
51.35,2862,
51.40,2863,
51.45,2864,
51.50,2865,
51.55,2866,
51.60,2867,
51.65,2867,
51.70,2868,
51.75,2868,
51.80,2868,
51.85,2869,
51.90,2870,
51.95,2871,
52.00,2872,
52.05,2873,
52.10,2873,
52.15,2873,
52.20,2873,
52.25,2874,
52.30,2875,
52.35,2876,
52.40,2877,
52.45,2878,
52.50,2878,
52.55,2878,
52.60,2878,
52.65,2879,
52.70,2880,
52.75,2881,
52.80,2882,
52.85,2883,
52.90,2883,
52.95,2884,
53.00,2884,
53.05,2885,
53.10,2885,
53.15,2885,
53.20,2886,
53.25,2887,
53.30,2888,
53.35,2889,
53.40,2889,
53.45,2889,
53.50,2890,
53.55,2890,
53.60,2891,
53.65,2892,
53.70,2893,
53.75,2893,
53.80,2894,
53.85,2894,
53.90,2894,
53.95,2894,
54.00,2895,
54.05,2896,
54.10,2897,
54.15,2898,
54.20,2899,
54.25,2900,
54.30,2899,
54.35,2899,
54.40,2900,
54.45,2901,
54.50,2901,
54.55,2902,
54.60,2903,
54.65,2904,
54.70,2904,
54.75,2904,
54.80,2904,
54.85,2905,
54.90,2905,
54.95,2906,
55.00,2908,
55.05,2908,
55.10,2909,
55.15,2909,
55.20,2909,
55.25,2909,
55.30,2910,
55.35,2910,
55.40,2912,
55.45,2912,
55.50,2913,
55.55,2913,
55.60,2914,
55.65,2914,
55.70,2914,
55.75,2915,
55.80,2916,
55.85,2917,
55.90,2917,
55.95,2918,
56.00,2918,
56.05,2918,
56.10,2918,
56.15,2918,
56.20,2919,
56.25,2920,
56.30,2921,
56.35,2922,
56.40,2922,
56.45,2922,
56.50,2922,
56.55,2923,
56.60,2923,
56.65,2924,
56.70,2925,
56.75,2926,
56.80,2927,
56.85,2927,
56.90,2927,
56.95,2927,
57.00,2927,
57.05,2928,
57.10,2929,
57.15,2930,
57.20,2930,
57.25,2931,
57.30,2931,
57.35,2931,
57.40,2931,
57.45,2931,
57.50,2932,
57.55,2933,
57.60,2934,
57.65,2935,
57.70,2935,
57.75,2936,
57.80,2936,
57.85,2935,
57.90,2936,
57.95,2936,
58.00,2937,
58.05,2938,
58.10,2939,
58.15,2939,
58.20,2939,
58.25,2939,
58.30,2939,
58.35,2940,
58.40,2941,
58.45,2942,
58.50,2942,
58.55,2943,
58.60,2943,
58.65,2943,
58.70,2943,
58.75,2943,
58.80,2944,
58.85,2944,
58.90,2945,
58.95,2946,
59.00,2947,
59.05,2947,
59.10,2947,
59.15,2947,
59.20,2947,
59.25,2947,
59.30,2948,
59.35,2949,
59.40,2950,
59.45,2950,
59.50,2950,
59.55,2950,
59.60,2950,
59.65,2950,
59.70,2951,
59.75,2951,
59.80,2952,
59.85,2952,
59.90,2952,
59.95,2951,
60.00,2951,
60.05,2951,
60.10,2951,
60.15,2951,
60.20,2952,
60.25,2952,
60.30,2952,
60.35,2952,
60.40,2951,
60.45,2951,
60.50,2951,
60.55,2951,
60.60,2952,
60.65,2952,
60.70,2952,
60.75,2952,
60.80,2952,
60.85,2951,
60.90,2951,
60.95,2951,
61.00,2951,
61.05,2952,
61.10,2952,
61.15,2952,
61.20,2952,
61.25,2952,
61.30,2951,
61.35,2951,
61.40,2951,
61.45,2952,
61.50,2952,
61.55,2952,
61.60,2952,
61.65,2952,
61.70,2952,
61.75,2951,
61.80,2951,
61.85,2951,
61.90,2952,
61.95,2952,
62.00,2952,
62.05,2952,
62.10,2952,
62.15,2951,
62.20,2951,
62.25,2951,
62.30,2951,
62.35,2951,
62.40,2952,
62.45,2952,
62.50,2952,
62.55,2951,
62.60,2951,
62.65,2951,
62.70,2951,
62.75,2951,
62.80,2952,
62.85,2952,
62.90,2952,
62.95,2952,
63.00,2952,
63.05,2951,
63.10,2951,
63.15,2951,
63.20,2952,
63.25,2952,
63.30,2952,
63.35,2952,
63.40,2952,
63.45,2952,
63.50,2951,
63.55,2951,
63.60,2951,
63.65,2952,
63.70,2952,
63.75,2952,
63.80,2952,
63.85,2952,
63.90,2951,
63.95,2948,
64.00,2943,
64.05,2936,
64.10,2927,
64.15,2917,
64.20,2905,
64.25,2894,
64.30,2881,
64.35,2868,
64.40,2854,
64.45,2841,APOGEE
64.50,2827,
64.55,2813,
64.60,2799,
64.65,2785,
64.70,2771,
64.75,2757,
64.80,2743,
64.85,2729,
64.90,2715,
64.95,2701,
65.00,2687,
65.05,2673,
65.10,2659,
65.15,2645,
65.20,2632,
65.25,2618,
65.30,2604,
65.35,2591,
65.40,2578,
65.45,2565,
65.50,2551,
65.55,2538,
65.60,2525,
65.65,2512,
65.70,2499,
65.75,2486,
65.80,2473,
65.85,2461,
65.90,2448,
65.95,2435,
66.00,2423,
66.05,2411,
66.10,2398,
66.15,2386,
66.20,2374,
66.25,2362,
66.30,2350,
66.35,2338,
66.40,2326,
66.45,2314,
66.50,2302,
66.55,2290,
66.60,2278,
66.65,2267,
66.70,2256,
66.75,2244,
66.80,2233,
66.85,2221,
66.90,2210,
66.95,2199,
67.00,2188,
67.05,2177,
67.10,2166,
67.15,2155,
67.20,2144,
67.25,2133,
67.30,2122,
67.35,2111,
67.40,2101,
67.45,2090,
67.50,2079,
67.55,2069,
67.60,2058,
67.65,2048,
67.70,2038,
67.75,2028,
67.80,2018,
67.85,2008,
67.90,1997,
67.95,1987,
68.00,1978,
68.05,1968,
68.10,1958,
68.15,1948,
68.20,1938,
68.25,1929,
68.30,1919,
68.35,1909,
68.40,1900,
68.45,1890,
68.50,1881,
68.55,1872,
68.60,1862,
68.65,1853,
68.70,1844,
68.75,1835,
68.80,1826,
68.85,1817,
68.90,1807,
68.95,1799,
69.00,1789,
69.05,1781,
69.10,1772,
69.15,1763,
69.20,1754,
69.25,1746,
69.30,1737,
69.35,1728,
69.40,1720,
69.45,1711,
69.50,1703,
69.55,1694,
69.60,1686,
69.65,1678,
69.70,1669,
69.75,1661,
69.80,1653,
69.85,1645,
69.90,1637,
69.95,1629,
70.00,1621,
70.05,1613,
70.10,1605,
70.15,1597,
70.20,1589,
70.25,1582,
70.30,1574,
70.35,1566,
70.40,1558,
70.45,1551,
70.50,1543,
70.55,1535,
70.60,1528,
70.65,1520,
70.70,1513,
70.75,1506,
70.80,1498,
70.85,1491,
70.90,1484,
70.95,1477,
71.00,1469,
71.05,1462,
71.10,1455,
71.15,1448,
71.20,1441,
71.25,1434,
71.30,1427,
71.35,1420,
71.40,1413,
71.45,1406,
71.50,1399,
71.55,1392,
71.60,1386,
71.65,1379,
71.70,1372,
71.75,1366,
71.80,1359,
71.85,1352,
71.90,1346,
71.95,1339,
72.00,1333,
72.05,1326,
72.10,1320,
72.15,1313,
72.20,1307,
72.25,1301,
72.30,1295,
72.35,1288,
72.40,1282,
72.45,1276,
72.50,1270,
72.55,1264,
72.60,1258,
72.65,1252,
72.70,1245,
72.75,1239,
72.80,1233,
72.85,1227,
72.90,1221,
72.95,1216,
73.00,1210,
73.05,1204,
73.10,1198,
73.15,1192,
73.20,1186,
73.25,1181,
73.30,1175,
73.35,1170,
73.40,1164,
73.45,1158,
73.50,1153,
73.55,1147,
73.60,1142,
73.65,1136,
73.70,1131,
73.75,1125,
73.80,1120,
73.85,1115,
73.90,1110,
73.95,1104,
74.00,1099,
74.05,1094,
74.10,1088,
74.15,1083,
74.20,1078,
74.25,1073,
74.30,1068,
74.35,1062,
74.40,1057,
74.45,1052,
74.50,1047,
74.55,1042,
74.60,1037,
74.65,1032,
74.70,1028,
74.75,1023,
74.80,1018,
74.85,1013,
74.90,1008,
74.95,1003,
75.00,998,
75.05,994,
75.10,989,
75.15,984,
75.20,980,
75.25,975,
75.30,970,
75.35,966,
75.40,961,
75.45,957,
75.50,952,
75.55,948,
75.60,943,
75.65,938,
75.70,934,
75.75,929,
75.80,925,
75.85,921,
75.90,916,
75.95,912,
76.00,908,
76.05,904,
76.10,899,
76.15,895,
76.20,891,
76.25,887,
76.30,882,
76.35,878,
76.40,874,
76.45,870,
76.50,866,
76.55,862,
76.60,857,
76.65,853,
76.70,849,
76.75,846,
76.80,841,
76.85,837,
76.90,833,
76.95,830,
77.00,826,
77.05,822,
77.10,818,
77.15,814,
77.20,810,
77.25,807,
77.30,803,
77.35,799,
77.40,795,
77.45,792,
77.50,788,
77.55,784,
77.60,780,
77.65,777,
77.70,773,
77.75,769,
77.80,765,
77.85,762,
77.90,758,
77.95,755,
78.00,751,
78.05,748,
78.10,744,
78.15,741,
78.20,737,
78.25,734,
78.30,730,
78.35,727,
78.40,724,
78.45,720,
78.50,717,
78.55,713,
78.60,710,
78.65,707,
78.70,703,
78.75,700,
78.80,697,
78.85,693,
78.90,690,
78.95,687,
79.00,684,
79.05,681,
79.10,677,
79.15,674,
79.20,671,
79.25,668,
79.30,665,
79.35,662,
79.40,658,
79.45,655,
79.50,652,
79.55,649,
79.60,646,
79.65,643,
79.70,640,
79.75,637,
79.80,634,
79.85,631,
79.90,628,
79.95,625,
80.00,622,
80.05,620,
80.10,617,
80.15,614,
80.20,611,
80.25,608,
80.30,605,
80.35,602,
80.40,599,
80.45,597,
80.50,594,
80.55,591,
80.60,588,
80.65,586,
80.70,583,
80.75,580,
80.80,577,
80.85,575,
80.90,572,
80.95,569,
81.00,567,
81.05,564,
81.10,561,
81.15,559,
81.20,556,
81.25,554,
81.30,551,
81.35,548,
81.40,546,
81.45,544,
81.50,541,
81.55,538,
81.60,536,
81.65,533,
81.70,531,
81.75,528,
81.80,526,
81.85,524,
81.90,521,
81.95,519,
82.00,516,
82.05,514,
82.10,511,
82.15,509,
82.20,507,
82.25,504,
82.30,502,
82.35,500,
82.40,497,
82.45,495,
82.50,493,
82.55,490,
82.60,488,
82.65,486,
82.70,483,
82.75,481,
82.80,479,
82.85,477,
82.90,475,
82.95,472,
83.00,470,
83.05,468,
83.10,466,
83.15,464,
83.20,462,
83.25,460,
83.30,457,
83.35,455,
83.40,453,
83.45,451,
83.50,449,
83.55,447,
83.60,445,
83.65,443,
83.70,441,
83.75,439,
83.80,437,
83.85,435,
83.90,433,
83.95,431,
84.00,429,
84.05,427,
84.10,425,
84.15,423,
84.20,421,
84.25,419,
84.30,417,
84.35,415,
84.40,413,
84.45,411,
84.50,409,
84.55,407,
84.60,405,
84.65,403,
84.70,402,
84.75,400,
84.80,398,
84.85,396,
84.90,394,
84.95,392,
85.00,391,
85.05,389,
85.10,387,
85.15,385,
85.20,383,
85.25,382,
85.30,380,
85.35,378,
85.40,377,
85.45,375,
85.50,373,
85.55,371,
85.60,370,
85.65,368,
85.70,366,
85.75,365,
85.80,363,
85.85,361,
85.90,359,
85.95,358,
86.00,356,
86.05,355,
86.10,353,
86.15,351,
86.20,350,
86.25,348,
86.30,346,
86.35,345,
86.40,343,
86.45,341,
86.50,340,
86.55,338,
86.60,337,
86.65,335,
86.70,334,
86.75,332,
86.80,331,
86.85,329,
86.90,328,
86.95,326,
87.00,325,
87.05,323,
87.10,322,
87.15,320,
87.20,319,
87.25,317,
87.30,316,
87.35,314,
87.40,313,
87.45,311,
87.50,310,
87.55,309,
87.60,307,
87.65,306,
87.70,304,
87.75,303,
87.80,302,
87.85,300,
87.90,299,
87.95,297,
88.00,296,
88.05,295,
88.10,293,
88.15,292,
88.20,291,
88.25,289,
88.30,288,
88.35,287,
88.40,285,
88.45,284,
88.50,283,
88.55,282,
88.60,280,
88.65,279,
88.70,278,
88.75,276,
88.80,275,
88.85,274,
88.90,272,
88.95,271,
89.00,270,
89.05,269,
89.10,268,
89.15,266,
89.20,265,
89.25,264,
89.30,263,
89.35,262,
89.40,260,
89.45,259,
89.50,258,
89.55,257,
89.60,256,
89.65,254,
89.70,253,
89.75,252,
89.80,251,
89.85,250,
89.90,248,
89.95,247,
90.00,246,
90.05,245,
90.10,244,
90.15,243,
90.20,242,
90.25,241,
90.30,240,
90.35,239,
90.40,238,
90.45,236,
90.50,235,
90.55,234,
90.60,233,
