t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
7360,97205,22.92,-0.00,-0.01,0.98,0
7400,97178,23.05,0.01,-0.02,1.02,0
7440,97226,23.00,0.02,-0.01,1.00,0
7480,97286,23.12,-0.01,-0.01,1.00,0
7520,97224,22.99,-0.01,0.00,1.00,0
7560,97041,22.97,0.02,0.00,0.99,0
7600,96868,23.00,-0.01,-0.01,1.02,0
7640,96781,22.95,-0.00,0.01,1.00,0
7680,96725,23.06,-0.00,-0.01,1.00,0
7720,96629,23.04,0.01,0.02,1.01,0
7760,96526,23.00,-0.01,-0.02,0.99,0
7800,96492,23.01,0.00,0.01,0.99,0
7840,96562,23.01,-0.01,-0.01,0.99,0
7880,96639,22.99,-0.00,-0.01,0.99,0
7920,96595,23.09,-0.00,0.01,1.01,0
7960,96458,23.05,-0.01,-0.02,1.00,0
8000,96322,22.95,-0.01,0.01,1.01,0
8040,96251,23.00,-0.01,0.01,0.98,0
8080,96164,22.96,0.00,-0.00,1.01,0
8120,96024,23.04,0.01,-0.00,1.01,0
8160,95886,23.03,-0.01,-0.01,1.02,0
8200,95843,23.00,0.01,0.02,1.00,0
8240,95913,22.97,-0.01,0.01,0.99,0
8280,95989,23.01,-0.01,0.00,1.02,0
8320,95955,23.00,0.00,-0.01,0.99,0
8360,95853,23.04,0.00,-0.01,1.00,0
8400,95773,23.02,-0.00,-0.01,1.01,0
8440,95739,22.92,0.01,0.01,1.00,0
8480,95646,23.02,-0.00,0.00,1.03,0
8520,95464,22.98,0.00,0.00,1.02,0
8560,95291,22.98,0.03,-0.00,0.99,0
8600,95233,22.95,0.02,-0.02,1.00,0
8640,95276,22.97,-0.02,-0.00,0.97,0
8680,95323,23.02,0.00,-0.01,1.00,0
8720,95294,23.05,-0.01,0.01,1.02,0
8760,95237,22.97,0.02,-0.00,1.00,0
8800,95223,22.98,0.00,0.01,1.01,0
8840,95222,23.03,0.01,0.00,0.99,0
8880,95129,22.91,-0.02,0.00,1.01,0
8920,94933,22.98,-0.01,-0.00,0.99,0
8960,94742,22.97,0.01,0.01,1.01,0
9000,94670,23.07,-0.01,-0.01,1.03,0
9040,94678,23.03,0.00,-0.01,0.99,0
9080,94683,22.99,-0.01,-0.01,0.99,0
9120,94642,23.02,-0.01,-0.01,0.99,0
9160,94606,23.05,0.01,-0.00,1.00,0
9200,94633,23.05,-0.01,-0.00,0.98,0
9240,94673,23.06,-0.00,0.01,1.00,0
9280,94611,23.03,-0.01,-0.01,0.98,0
9320,94427,22.88,-0.00,-0.00,1.01,0
9360,94243,22.97,0.01,0.00,1.02,0
9400,94151,22.90,-0.02,-0.00,1.00,0
9440,94151,22.98,-0.02,-0.01,0.99,0
9480,94078,22.93,0.01,-0.00,0.99,0
9520,94006,22.98,0.00,0.01,1.03,0
9560,93976,22.99,0.01,-0.01,0.98,0
9600,94049,22.97,-0.01,-0.00,1.01,0
9640,94108,23.06,-0.00,0.00,1.00,0
9680,94068,23.02,0.00,-0.00,1.01,0
9720,93905,22.95,0.01,-0.00,1.03,0
9760,93761,23.03,0.01,0.01,0.96,0
9800,93680,23.04,-0.01,-0.00,0.99,0
9840,93616,23.06,0.01,0.00,0.98,0
9880,93507,23.05,0.00,-0.00,0.98,0
9920,93389,22.93,0.00,0.00,1.02,0
9960,93370,22.95,0.00,-0.01,1.00,0
10000,93447,23.09,0.01,0.00,1.02,0
10040,93526,22.98,0.01,-0.02,0.98,0
10080,93511,23.07,0.00,-0.01,0.98,0
10120,93391,23.00,0.01,-0.01,1.01,0
10160,93286,22.93,-0.01,0.01,0.98,0
10200,93221,23.02,-0.01,0.01,0.98,0
10240,93146,22.96,-0.00,0.00,1.00,0
10280,92989,22.92,-0.01,0.02,1.02,0
10320,92835,23.05,0.02,0.00,1.01,0
10360,92796,22.98,0.01,0.02,1.00,0
10400,92864,22.96,0.00,-0.01,0.97,0
10440,92929,23.02,0.01,0.00,0.96,0
10480,92920,23.03,0.00,-0.01,1.01,0
10520,92844,23.02,-0.01,-0.00,1.01,0
10560,92798,22.91,0.01,0.01,1.00,0
10600,92772,23.08,-0.01,-0.01,0.99,0
10640,92689,22.99,-0.00,0.01,1.03,0
10680,92512,23.01,-0.01,0.00,1.03,0
10720,92333,23.07,-0.01,0.02,1.02,0
10760,92270,23.07,-0.00,-0.01,1.01,0
10800,92302,23.06,0.01,-0.00,1.03,0
10840,92343,23.00,-0.00,-0.02,0.98,0
10880,92318,23.00,0.02,0.02,1.00,0
10920,92278,22.91,0.00,-0.03,0.99,0
10960,92289,22.98,-0.01,-0.01,1.01,0
11000,92308,23.02,-0.01,-0.01,0.99,0
11040,92239,22.98,0.00,-0.01,1.00,0
11080,92050,23.05,-0.01,-0.00,1.01,0
11120,91867,22.98,-0.01,0.01,1.00,0
11160,91789,23.04,0.01,0.01,0.99,0
11200,91797,22.98,-0.01,0.01,1.01,0
11240,91783,22.95,0.00,-0.00,1.02,0
11280,91726,23.04,0.01,-0.01,0.99,0
11320,91707,23.04,0.01,-0.02,1.00,0
11360,91769,23.02,0.00,-0.01,0.98,0
11400,91821,23.07,0.00,0.00,1.01,0
11440,91772,23.02,-0.01,-0.02,1.00,0
11480,91600,22.99,-0.00,-0.00,0.98,0
11520,91433,23.04,0.00,0.00,0.99,0
11560,91356,22.95,-0.00,-0.01,0.99,0
11600,91317,22.95,0.00,0.01,1.01,0
11640,91255,23.01,0.01,0.00,1.01,0
11680,91162,23.01,-0.00,0.00,1.00,0
11720,91148,23.08,-0.01,0.01,1.00,0
11760,91237,23.01,0.00,-0.01,1.00,0
11800,91313,22.96,0.01,0.01,1.02,0
11840,91276,22.95,0.01,0.00,0.99,0
11880,91143,22.92,-0.01,0.00,1.02,0
11920,91022,23.11,-0.02,-0.01,1.01,0
11960,90951,23.00,0.02,-0.03,1.00,0
12000,90884,23.07,-0.01,-0.00,0.99,0
12040,90763,22.97,-0.00,-0.00,1.00,0
12080,90649,23.05,0.01,-0.01,1.01,0
12120,90618,23.01,-0.00,0.00,1.00,0
12160,90696,22.97,0.02,0.00,1.02,0
12200,90783,23.04,-0.00,-0.01,0.99,0
12240,90763,22.95,0.00,-0.00,1.00,0
12280,90671,23.06,0.00,0.01,0.99,0
12320,90595,22.96,0.00,0.02,0.99,0
12360,90559,22.94,0.01,0.00,0.98,0
12400,90472,22.92,-0.02,0.01,0.99,0
12440,90322,23.07,0.01,0.01,1.01,0
12480,90152,23.00,-0.01,0.00,1.00,0
12520,90112,22.99,-0.01,0.01,1.00,0
12560,90190,23.05,0.01,-0.01,1.00,0
12600,90239,22.94,0.00,0.01,1.01,0
12640,90228,23.02,-0.01,-0.01,0.99,0
12680,90177,22.98,0.00,0.00,0.99,0
12720,90164,23.01,0.02,0.02,0.98,0
12760,90160,22.96,-0.01,0.00,1.00,0
12800,90075,23.09,0.01,-0.03,0.99,0
12840,89905,23.01,0.01,-0.01,1.01,0
12880,89726,23.07,-0.00,0.00,1.00,0
12920,89660,22.98,-0.01,-0.01,1.01,0
12960,89693,23.04,0.01,0.01,1.00,0
13000,89718,22.96,0.00,-0.00,0.99,0
13040,89699,23.04,-0.02,-0.00,1.02,0
13080,89666,23.08,0.00,0.02,1.03,0
13120,89696,23.06,0.00,-0.00,0.97,0
13160,89737,22.93,0.01,0.02,1.02,0
13200,89685,23.04,-0.01,-0.01,1.00,0
13240,89510,22.99,0.01,0.01,1.04,0
13280,89330,23.00,-0.01,-0.01,1.00,0
13320,89259,23.03,0.00,0.00,0.99,0
13360,89250,22.95,0.01,0.01,1.01,0
13400,89218,23.00,0.01,-0.01,1.00,0
13440,89164,23.02,0.01,0.01,0.98,0
13480,89151,22.96,0.00,0.00,1.00,0
13520,89151,22.87,0.01,-0.00,1.01,0
13560,89302,22.95,-0.00,0.01,0.98,0
13600,89260,23.00,0.00,0.01,0.97,0
13640,89114,22.93,-0.01,-0.01,1.02,0
13680,88958,23.01,-0.01,-0.00,0.99,0
13720,88883,23.05,0.00,-0.01,0.99,0
13760,88848,23.00,0.00,-0.01,1.00,0
13800,88756,22.98,-0.00,0.00,1.00,0
13840,88670,23.10,0.00,0.01,0.99,0
13880,88648,23.04,-0.00,-0.01,1.01,0
13920,88744,22.91,-0.01,0.00,1.01,0
13960,88828,22.93,-0.01,-0.00,0.99,0
14000,88812,23.03,0.00,0.01,1.00,0
14040,88704,23.05,-0.01,-0.01,1.01,0
14080,88598,23.00,-0.01,-0.00,1.01,0
14120,88541,23.05,-0.01,0.01,1.01,0
14160,88471,22.99,0.00,0.00,1.00,0
14200,88350,22.89,0.00,-0.00,1.00,0
14240,88208,23.02,-0.00,-0.00,1.00,0
14280,88179,23.07,0.01,-0.01,1.00,0
14320,88258,23.06,-0.00,0.02,0.98,0
14360,88351,23.02,0.00,0.01,1.01,0
14400,88342,22.94,0.00,0.01,1.01,0
14440,88267,22.96,0.01,-0.01,0.97,0
14480,88224,23.05,-0.01,-0.01,1.02,0
14520,88206,22.92,-0.00,-0.01,1.01,0
14560,88127,22.98,-0.00,-0.01,1.00,0
14600,88127,22.97,-0.01,0.00,1.00,0
14640,87799,22.97,-0.00,0.01,1.00,0
14680,87751,23.05,-0.01,-0.00,1.00,0
14720,87812,22.93,-0.01,0.01,1.02,0
14760,87865,23.02,-0.00,-0.01,1.00,0
14800,87851,23.03,0.00,-0.01,0.98,0
14840,87816,22.98,0.01,0.00,1.01,0
14880,87830,22.95,0.02,0.01,1.00,0
14920,87848,23.05,0.01,-0.01,1.00,0
14960,87783,23.04,-0.01,-0.01,1.00,0
15000,87601,22.90,0.00,-0.00,1.00,0
15040,87436,23.02,-0.02,0.01,1.00,0
15080,87368,22.98,0.00,-0.00,0.99,0
15120,87389,22.89,-0.00,-0.00,1.00,0
15160,87398,22.91,-0.01,-0.01,1.03,0
15200,87360,22.92,-0.01,-0.00,1.00,0
15240,87359,22.90,0.01,0.00,1.01,0
15280,87410,23.04,-0.02,0.00,1.00,0
15320,87470,22.97,-0.01,-0.00,1.01,0
15360,87420,22.99,-0.02,-0.02,0.98,0
15400,87265,22.99,0.01,-0.00,1.00,0
15440,87103,23.01,-0.00,-0.01,1.03,0
15480,87028,23.02,-0.01,-0.01,0.97,0
15520,87006,23.00,-0.00,0.01,1.00,0
15560,86968,22.99,0.00,-0.01,0.99,0
15600,86895,23.05,0.01,0.01,1.01,0
15640,86884,22.99,0.02,0.01,1.00,0
15680,86980,22.97,0.02,-0.01,1.01,0
15720,87064,23.01,0.00,0.00,0.99,0
15760,87041,23.02,0.00,-0.02,1.03,0
15800,86910,23.00,-0.01,-0.01,0.97,0
15840,86778,22.98,0.00,-0.01,1.00,0
15880,86715,22.94,0.00,0.00,1.00,0
15920,86661,22.87,-0.01,-0.00,1.00,0
15960,86566,22.90,0.00,0.01,1.02,0
16000,86455,22.98,0.01,-0.00,1.00,0
16040,86450,23.01,-0.00,-0.01,0.97,0
16080,86540,23.03,-0.01,-0.00,0.99,0
16120,86635,22.92,-0.01,0.00,1.01,0
16160,86624,23.03,0.01,-0.01,1.03,0
16200,86538,23.01,-0.00,0.01,0.97,0
16240,86458,22.96,0.00,-0.00,1.01,0
16280,86425,22.96,-0.00,0.00,1.01,0
16320,86351,22.96,-0.00,-0.01,1.01,0
16360,86211,23.02,0.00,0.00,1.01,0
16400,86070,23.02,-0.01,-0.02,0.99,0
16440,86038,23.03,-0.00,0.01,0.98,0
16480,86109,23.03,-0.00,-0.01,1.00,0
16520,86203,22.98,-0.01,0.00,1.02,0
16560,86187,23.01,0.00,0.04,1.03,0
16600,86141,23.08,-0.00,0.00,1.02,0
16640,86124,23.03,-0.02,0.01,1.00,0
16680,86130,23.00,0.00,-0.01,1.01,0
16720,86052,22.99,-0.01,0.00,1.01,0
16760,85891,22.99,-0.01,-0.00,1.00,0
16800,85723,22.94,-0.00,-0.00,1.00,0
16840,85673,22.97,-0.01,-0.00,1.00,0
16880,85712,22.98,-0.00,0.01,0.98,0
16920,85762,22.97,0.00,0.01,1.00,0
16960,85749,23.03,-0.00,-0.01,1.01,0
17000,85727,23.08,-0.00,0.01,0.98,0
17040,85765,23.01,0.01,-0.00,1.01,0
17080,85804,22.97,-0.01,-0.00,1.00,0
17120,85754,22.95,-0.01,0.01,0.99,0
17160,85584,22.98,0.01,0.01,0.98,0
17200,85413,23.04,0.01,-0.01,1.00,0
17240,85351,22.93,-0.01,0.01,1.00,0
17280,85356,23.05,-0.01,-0.00,0.97,0
17320,85353,23.09,-0.02,-0.02,1.00,0
17360,85307,23.05,-0.00,0.01,0.98,0
17400,85304,23.04,-0.02,0.00,0.99,0
17440,85384,23.05,0.00,-0.00,0.98,0
17480,85459,23.03,-0.01,0.00,1.00,0
17520,85424,22.96,0.00,-0.00,1.02,0
17560,85273,23.00,0.00,0.00,0.98,0
17600,85139,23.04,-0.01,-0.00,0.99,0
17640,85069,22.93,0.01,0.00,1.01,0
17680,85040,23.02,-0.01,-0.01,1.01,0
17720,84975,22.97,-0.00,0.01,0.99,0
17760,84892,23.07,0.01,0.02,1.01,0
17800,84890,23.08,-0.01,0.01,1.00,0
17840,84987,23.00,-0.01,0.01,1.00,0
17880,85090,23.00,0.00,0.00,0.98,0
17920,85066,23.10,0.00,0.01,1.00,0
17960,84967,23.02,-0.01,0.01,1.00,0
18000,84859,23.04,-0.00,0.01,1.01,0
18040,84812,22.95,0.00,-0.00,0.99,0
18080,84754,22.96,0.00,-0.00,1.02,0
18120,84630,22.95,0.01,-0.02,1.01,0
18160,84520,22.99,-0.01,-0.00,1.01,0
18200,84499,23.06,-0.02,0.01,1.00,0
18240,84593,23.05,0.01,-0.02,1.00,0
18280,84692,22.97,-0.02,-0.01,1.00,0
18320,84694,23.02,-0.02,-0.00,1.01,0
18360,84628,23.00,0.01,0.02,1.02,0
18400,84575,22.92,-0.02,0.00,1.00,0
18440,84553,22.95,-0.00,-0.01,1.02,0
18480,84489,23.03,0.00,-0.00,0.99,0
18520,84336,22.99,0.00,-0.00,1.01,0
18560,84178,23.02,0.01,-0.01,1.00,0
18600,84148,23.01,0.01,0.02,0.97,0
18640,84221,22.87,-0.00,-0.02,1.00,0
18680,84289,23.00,0.00,0.00,1.01,0
18720,84291,23.02,-0.00,0.00,0.99,0
18760,84266,23.06,-0.01,-0.01,0.99,0
18800,84267,22.96,0.01,0.01,1.01,0
18840,84288,22.99,-0.01,0.00,1.02,0
18880,84229,22.98,0.01,0.00,1.00,0
18920,84064,23.06,0.02,-0.01,0.99,0
18960,83893,23.07,-0.01,0.01,0.99,0
19000,83839,23.04,-0.01,-0.00,1.01,0
19040,83876,23.03,0.01,0.01,0.99,0
19080,83912,23.01,-0.02,0.00,1.00,0
19120,83887,22.98,0.01,-0.00,1.01,0
19160,83885,23.02,-0.00,-0.01,1.00,0
19200,83936,23.04,-0.01,-0.01,1.00,0
19240,84005,23.00,0.01,0.02,1.00,0
19280,83955,23.00,0.01,0.02,1.00,0
19320,83794,23.05,0.01,0.01,1.02,0
19360,83641,22.98,-0.02,0.02,1.00,0
19400,83582,22.98,0.02,-0.01,1.01,0
19440,83569,22.94,0.01,0.01,0.99,0
19480,83542,23.06,0.01,-0.01,1.00,0
19520,83495,22.89,-0.01,0.01,1.01,0
19560,83495,23.00,0.00,0.01,0.98,0
19600,83591,23.11,-0.01,-0.01,1.01,0
19640,83681,23.05,-0.01,0.00,0.98,0
19680,83660,23.09,-0.01,-0.01,0.98,0
19720,83524,23.01,0.01,0.02,1.00,0
19760,83400,23.03,-0.00,0.01,1.01,0
19800,83333,23.10,0.01,0.02,0.99,0
19840,83299,23.03,0.01,0.01,1.00,0
19880,83229,23.00,-0.01,-0.01,0.99,0
19920,83131,23.00,-0.01,0.02,0.98,0
19960,83126,22.94,0.02,0.01,1.01,0
20000,83225,23.08,0.02,0.00,1.00,0
20040,83334,22.96,0.01,-0.00,0.98,0
20080,83336,22.90,0.02,0.01,1.01,0
20120,83245,23.01,-0.00,-0.00,0.99,0
20160,83164,22.94,0.00,-0.00,1.02,0
20200,83128,22.94,-0.00,0.00,1.00,0
20240,83066,23.03,-0.00,-0.02,0.98,0
20280,82935,23.06,-0.01,-0.01,1.00,0
20320,82805,22.98,0.01,-0.01,1.02,0
20360,82791,22.91,-0.01,-0.01,1.00,0
20400,82880,23.08,-0.01,-0.00,1.01,0
20440,82978,23.03,-0.01,-0.01,0.95,0
20480,82984,22.97,-0.01,0.00,0.98,0
20520,82927,23.06,0.00,0.01,0.98,0
20560,82906,22.99,0.01,-0.01,0.99,0
20560,82906,22.99,0.01,-0.01,0.99,0
20600,82912,23.02,-0.01,-0.01,1.02,0
20640,82837,22.96,0.01,-0.00,0.98,0
20680,82680,23.02,-0.02,-0.00,0.98,0
20720,82531,23.00,0.00,-0.01,0.97,0
20760,82489,23.03,-0.01,0.01,1.00,0
20800,82550,23.00,-0.01,0.01,1.00,0
20840,82613,23.05,0.00,-0.00,1.02,0
20880,82600,22.97,0.00,-0.01,1.00,0
20920,82591,23.00,0.01,-0.01,1.01,0
20960,82624,23.08,0.01,-0.00,1.02,0
21000,82668,22.93,-0.02,0.02,1.00,0
21040,82616,23.10,-0.01,0.01,1.00,0
21080,82455,22.94,0.02,-0.00,1.01,0
21120,82294,23.01,-0.01,0.01,0.98,0
21160,82236,23.07,-0.01,0.01,0.98,0
21200,82258,22.93,-0.00,-0.00,1.03,0
21240,82269,23.09,-0.01,-0.02,1.00,0
21280,82239,23.04,0.01,-0.02,1.01,0
21320,82241,22.97,-0.01,0.01,1.02,0
21360,82321,22.98,-0.02,0.01,0.99,0
21400,82403,22.94,0.01,-0.00,0.99,0
21440,82368,22.96,-0.01,0.02,1.02,0
21480,82220,22.99,-0.01,0.00,1.01,0
21520,82075,22.97,-0.00,0.00,1.01,0
21560,82016,23.02,-0.00,-0.00,0.98,0
21600,82007,23.05,-0.00,0.00,1.01,0
21640,81956,23.08,-0.01,0.01,1.00,0
21680,81897,22.89,-0.01,-0.02,1.03,0
21720,81896,22.95,0.01,0.00,1.00,0
21760,82000,22.94,-0.00,-0.03,1.00,0
21800,82099,22.95,0.00,0.01,1.01,0
21840,82092,23.05,0.00,-0.00,1.01,0
21880,81981,23.03,0.01,0.00,0.97,0
21920,81872,22.95,0.01,-0.01,1.00,0
21960,81825,23.02,0.00,0.00,1.01,0
22000,81779,22.96,-0.00,0.00,1.00,0
22040,81683,23.04,-0.01,0.00,1.00,0
22080,81581,22.96,-0.00,-0.00,1.00,0
22120,81571,23.07,0.01,0.00,1.01,0
22160,81679,23.01,0.00,-0.00,0.98,0
22200,81791,23.03,0.02,-0.00,1.04,0
22240,81792,22.89,0.00,-0.01,0.98,0
22280,81721,23.06,-0.00,-0.00,0.97,0
22320,81656,23.01,-0.01,-0.01,1.01,0
22360,81641,22.99,-0.01,0.00,1.02,0
22400,81584,22.97,0.00,-0.00,1.00,0
22440,81445,22.96,0.00,0.00,1.01,0
22480,81308,23.02,0.01,0.01,0.99,0
22520,81277,23.02,0.00,-0.02,0.99,0
22560,81365,23.09,0.00,0.00,1.01,0
22600,81451,23.01,-0.01,-0.01,0.98,0
22640,81462,22.99,0.01,0.00,0.98,0
