zaman_s,irtifa_m,olay
31.10,2291,
31.15,2294,
31.20,2296,
31.25,2297,
31.30,2299,
31.35,2301,
31.40,2302,
31.45,2304,
31.50,2306,
31.55,2308,
31.60,2311,
31.65,2313,
31.70,2314,
31.75,2316,
31.80,2318,
31.85,2319,
31.90,2321,
31.95,2323,
32.00,2325,
32.05,2327,
32.10,2330,
32.15,2331,
32.20,2332,
32.25,2334,
32.30,2335,
32.35,2338,
32.40,2340,
32.45,2342,
32.50,2344,
32.55,2346,
32.60,2347,
32.65,2348,
32.70,2350,
32.75,2352,
32.80,2354,
32.85,2356,
32.90,2358,
32.95,2360,
33.00,2361,
33.05,2363,
33.10,2364,
33.15,2366,
33.20,2367,
33.25,2369,
33.30,2372,
33.35,2374,
33.40,2375,
33.45,2377,
33.50,2378,
33.55,2380,
33.60,2381,
33.65,2383,
33.70,2385,
33.75,2387,
33.80,2389,
33.85,2391,
33.90,2392,
33.95,2394,
34.00,2395,
34.05,2396,
34.10,2398,
34.15,2400,
34.20,2402,
34.25,2404,
34.30,2406,
34.35,2407,
34.40,2408,
34.45,2409,
34.50,2411,
34.55,2413,
34.60,2415,
34.65,2417,
34.70,2419,
34.75,2420,
34.80,2421,
34.85,2422,
34.90,2424,
34.95,2425,
35.00,2427,
35.05,2429,
35.10,2431,
35.15,2433,
35.20,2434,
35.25,2435,
35.30,2436,
35.35,2438,
35.40,2440,
35.45,2442,
35.50,2444,
35.55,2445,
35.60,2447,
35.65,2448,
35.70,2449,
35.75,2450,
35.80,2451,
35.85,2453,
35.90,2455,
35.95,2457,
36.00,2459,
36.05,2460,
36.10,2461,
36.15,2462,
36.20,2463,
36.25,2465,
36.30,2467,
36.35,2468,
36.40,2470,
36.45,2472,
36.50,2473,
36.55,2474,
36.60,2475,
36.65,2477,
36.70,2478,
36.75,2480,
36.80,2481,
36.85,2483,
36.90,2485,
36.95,2486,
37.00,2487,
37.05,2488,
37.10,2489,
37.15,2491,
37.20,2493,
37.25,2495,
37.30,2496,
37.35,2497,
37.40,2498,
37.45,2499,
37.50,2500,
37.55,2501,
37.60,2503,
37.65,2505,
37.70,2507,
37.75,2508,
37.80,2509,
37.85,2510,
37.90,2511,
37.95,2512,
38.00,2514,
38.05,2516,
38.10,2517,
38.15,2519,
38.20,2520,
38.25,2521,
38.30,2522,
38.35,2523,
38.40,2524,
38.45,2526,
38.50,2527,
38.55,2529,
38.60,2531,
38.65,2532,
38.70,2533,
38.75,2534,
38.80,2535,
38.85,2536,
38.90,2538,
38.95,2539,
39.00,2541,
39.05,2543,
39.10,2543,
39.15,2544,
39.20,2545,
39.25,2546,
39.30,2547,
39.35,2549,
39.40,2551,
39.45,2552,
39.50,2553,
39.55,2555,
39.60,2556,
39.65,2556,
39.70,2557,
39.75,2559,
39.80,2560,
39.85,2562,
39.90,2563,
39.95,2564,
40.00,2565,
40.05,2566,
40.10,2567,
40.15,2568,
40.20,2569,
40.25,2571,
40.30,2572,
40.35,2574,
40.40,2575,
40.45,2575,
40.50,2576,
40.55,2577,
40.60,2578,
40.65,2580,
40.70,2581,
40.75,2583,
40.80,2584,
40.85,2585,
40.90,2585,
40.95,2586,
41.00,2587,
41.05,2589,
41.10,2590,
41.15,2592,
41.20,2593,
41.25,2594,
41.30,2595,
41.35,2596,
41.40,2596,
41.45,2597,
41.50,2599,
41.55,2601,
41.60,2602,
41.65,2603,
41.70,2604,
41.75,2605,
41.80,2606,
41.85,2606,
41.90,2607,
41.95,2609,
42.00,2610,
42.05,2612,
42.10,2613,
42.15,2614,
42.20,2614,
42.25,2615,
42.30,2616,
42.35,2617,
42.40,2618,
42.45,2620,
42.50,2621,
42.55,2623,
42.60,2623,
42.65,2623,
42.70,2624,
42.75,2625,
42.80,2626,
42.85,2628,
42.90,2630,
42.95,2631,
43.00,2631,
43.05,2632,
43.10,2633,
43.15,2633,
43.20,2634,
43.25,2635,
43.30,2637,
43.35,2638,
43.40,2639,
43.45,2640,
43.50,2641,
43.55,2641,
43.60,2642,
43.65,2643,
43.70,2645,
43.75,2646,
43.80,2647,
43.85,2648,
43.90,2649,
43.95,2650,
44.00,2650,
44.05,2651,
44.10,2652,
44.15,2653,
44.20,2655,
44.25,2656,
44.30,2657,
44.35,2657,
44.40,2658,
44.45,2658,
44.50,2659,
44.55,2661,
44.60,2662,
44.65,2663,
44.70,2665,
44.75,2665,
44.80,2665,
44.85,2666,
44.90,2667,
44.95,2668,
45.00,2669,
45.05,2670,
45.10,2672,
45.15,2672,
45.20,2673,
45.25,2673,
45.30,2674,
45.35,2674,
45.40,2675,
45.45,2677,
45.50,2678,
45.55,2679,
45.60,2680,
45.65,2681,
45.70,2681,
45.75,2682,
45.80,2682,
45.85,2683,
45.90,2685,
45.95,2686,
46.00,2687,
46.05,2688,
46.10,2689,
46.15,2689,
46.20,2689,
46.25,2690,
46.30,2691,
46.35,2693,
46.40,2694,
46.45,2695,
46.50,2695,
46.55,2696,
46.60,2696,
46.65,2697,
46.70,2698,
46.75,2699,
46.80,2700,
46.85,2702,
46.90,2702,
46.95,2702,
47.00,2703,
47.05,2703,
47.10,2704,
47.15,2705,
47.20,2706,
47.25,2708,
47.30,2709,
47.35,2709,
47.40,2710,
47.45,2710,
47.50,2710,
47.55,2711,
47.60,2712,
47.65,2714,
47.70,2715,
47.75,2716,
47.80,2716,
47.85,2717,
47.90,2717,
47.95,2717,
48.00,2718,
48.05,2720,
48.10,2721,
48.15,2722,
48.20,2723,
48.25,2723,
48.30,2723,
48.35,2724,
48.40,2725,
48.45,2726,
48.50,2727,
48.55,2728,
48.60,2729,
48.65,2730,
48.70,2730,
48.75,2730,
48.80,2730,
48.85,2731,
48.90,2732,
48.95,2733,
49.00,2734,
49.05,2735,
49.10,2735,
49.15,2736,
49.20,2736,
49.25,2737,
49.30,2737,
49.35,2738,
49.40,2740,
49.45,2741,
49.50,2741,
49.55,2742,
49.60,2742,
49.65,2742,
49.70,2743,
49.75,2744,
49.80,2745,
49.85,2746,
49.90,2747,
49.95,2748,
50.00,2748,
50.05,2748,
50.10,2749,
50.15,2749,
50.20,2750,
50.25,2751,
50.30,2752,
50.35,2753,
50.40,2754,
50.45,2754,
50.50,2754,
50.55,2755,
50.60,2755,
50.65,2756,
50.70,2757,
50.75,2758,
50.80,2759,
50.85,2759,
50.90,2760,
50.95,2760,
51.00,2761,
51.05,2761,
51.10,2762,
51.15,2763,
51.20,2764,
51.25,2765,
51.30,2765,
51.35,2766,
51.40,2766,
51.45,2766,
51.50,2767,
51.55,2768,
51.60,2769,
51.65,2770,
51.70,2770,
51.75,2771,
51.80,2771,
51.85,2771,
51.90,2772,
51.95,2773,
52.00,2774,
52.05,2775,
52.10,2776,
52.15,2776,
52.20,2776,
52.25,2776,
52.30,2777,
52.35,2778,
52.40,2778,
52.45,2779,
52.50,2780,
52.55,2781,
52.60,2781,
52.65,2781,
52.70,2781,
52.75,2782,
52.80,2782,
52.85,2783,
52.90,2785,
52.95,2786,
53.00,2786,
53.05,2786,
53.10,2786,
53.15,2786,
53.20,2787,
53.25,2788,
53.30,2789,
53.35,2790,
53.40,2790,
53.45,2791,
53.50,2791,
53.55,2791,
53.60,2791,
53.65,2792,
53.70,2793,
53.75,2794,
53.80,2795,
53.85,2795,
53.90,2796,
53.95,2796,
54.00,2796,
54.05,2796,
54.10,2797,
54.15,2798,
54.20,2799,
54.25,2800,
54.30,2801,
54.35,2801,
54.40,2801,
54.45,2801,
54.50,2802,
54.55,2802,
54.60,2803,
54.65,2804,
54.70,2805,
54.75,2805,
54.80,2805,
54.85,2805,
54.90,2806,
54.95,2806,
55.00,2807,
55.05,2808,
55.10,2809,
55.15,2809,
55.20,2810,
55.25,2810,
55.30,2810,
55.35,2810,
55.40,2811,
55.45,2812,
55.50,2813,
55.55,2814,
55.60,2814,
55.65,2814,
55.70,2814,
55.75,2814,
55.80,2815,
55.85,2815,
55.90,2817,
55.95,2817,
56.00,2818,
56.05,2818,
56.10,2818,
56.15,2818,
56.20,2818,
56.25,2819,
56.30,2820,
56.35,2821,
56.40,2822,
56.45,2822,
56.50,2823,
56.55,2822,
56.60,2822,
56.65,2823,
56.70,2824,
56.75,2824,
56.80,2825,
56.85,2826,
56.90,2827,
56.95,2826,
57.00,2826,
57.05,2827,
57.10,2827,
57.15,2828,
57.20,2829,
57.25,2830,
57.30,2830,
57.35,2830,
57.40,2830,
57.45,2830,
57.50,2831,
57.55,2831,
57.60,2832,
57.65,2833,
57.70,2834,
57.75,2834,
57.80,2834,
57.85,2834,
57.90,2834,
57.95,2834,
58.00,2835,
58.05,2836,
58.10,2837,
58.15,2837,
58.20,2838,
58.25,2838,
58.30,2838,
58.35,2838,
58.40,2838,
58.45,2839,
58.50,2840,
58.55,2841,
58.60,2842,
58.65,2842,
58.70,2842,
58.75,2842,
58.80,2842,
58.85,2842,
58.90,2843,
58.95,2843,
59.00,2845,
59.05,2845,
59.10,2845,
59.15,2845,
59.20,2845,
59.25,2845,
59.30,2845,
59.35,2845,
59.40,2846,
59.45,2846,
59.50,2846,
59.55,2846,
59.60,2846,
59.65,2845,
59.70,2845,
59.75,2845,
59.80,2846,
59.85,2846,
59.90,2846,
59.95,2846,
60.00,2846,
60.05,2845,
60.10,2845,
60.15,2845,
60.20,2846,
60.25,2846,
60.30,2846,
60.35,2846,
60.40,2846,
60.45,2846,
60.50,2845,
60.55,2845,
60.60,2845,
60.65,2845,
60.70,2846,
60.75,2846,
60.80,2847,
60.85,2846,
60.90,2845,
60.95,2845,
61.00,2845,
61.05,2845,
61.10,2845,
61.15,2846,
61.20,2847,
61.25,2846,
61.30,2846,
61.35,2846,
61.40,2845,
61.45,2845,
61.50,2845,
61.55,2846,
61.60,2846,
61.65,2846,
61.70,2846,
61.75,2846,
61.80,2845,
61.85,2845,
61.90,2845,
61.95,2846,
62.00,2846,
62.05,2846,
62.10,2846,
62.15,2846,
62.20,2846,
62.25,2845,
62.30,2845,
62.35,2845,
62.40,2846,
62.45,2846,
62.50,2846,
62.55,2847,
62.60,2846,
62.65,2845,
62.70,2845,
62.75,2845,
62.80,2845,
62.85,2846,
62.90,2846,
62.95,2846,
63.00,2846,
63.05,2846,
63.10,2845,
63.15,2845,
63.20,2845,
63.25,2845,
63.30,2846,
63.35,2847,
63.40,2846,
63.45,2846,
63.50,2846,
63.55,2846,
63.60,2845,
63.65,2845,
63.70,2846,
63.75,2846,
63.80,2847,
63.85,2846,
63.90,2846,
63.95,2844,
64.00,2839,
64.05,2832,
64.10,2823,
64.15,2813,
64.20,2803,
64.25,2791,
64.30,2779,
64.35,2767,
64.40,2754,
64.45,2741,APOGEE
64.50,2728,
64.55,2714,
64.60,2701,
64.65,2687,
64.70,2674,
64.75,2660,
64.80,2647,
64.85,2633,
64.90,2620,
64.95,2606,
65.00,2593,
65.05,2580,
65.10,2566,
65.15,2553,
65.20,2540,
65.25,2527,
65.30,2514,
65.35,2501,
65.40,2488,
65.45,2475,
65.50,2462,
65.55,2450,
65.60,2437,
65.65,2425,
65.70,2413,
65.75,2400,
65.80,2388,
65.85,2376,
65.90,2364,
65.95,2351,
66.00,2339,
66.05,2328,
66.10,2316,
66.15,2304,
66.20,2292,
66.25,2281,
66.30,2269,
66.35,2257,
66.40,2246,
66.45,2234,
66.50,2223,
66.55,2212,
66.60,2200,
66.65,2189,
66.70,2178,
66.75,2167,
66.80,2156,
66.85,2145,
66.90,2134,
66.95,2124,
67.00,2113,
67.05,2102,
67.10,2092,
67.15,2081,
67.20,2071,
67.25,2060,
67.30,2050,
67.35,2040,
67.40,2029,
67.45,2019,
67.50,2009,
67.55,1999,
67.60,1989,
67.65,1979,
67.70,1969,
67.75,1959,
67.80,1949,
67.85,1940,
67.90,1930,
67.95,1920,
68.00,1911,
68.05,1901,
68.10,1892,
68.15,1882,
68.20,1873,
68.25,1864,
68.30,1854,
68.35,1845,
68.40,1836,
68.45,1827,
68.50,1818,
68.55,1809,
68.60,1800,
68.65,1791,
68.70,1782,
68.75,1773,
68.80,1764,
68.85,1756,
68.90,1747,
68.95,1738,
69.00,1730,
69.05,1721,
69.10,1713,
69.15,1704,
69.20,1696,
69.25,1687,
69.30,1679,
69.35,1671,
69.40,1662,
69.45,1654,
69.50,1646,
69.55,1638,
69.60,1630,
69.65,1622,
69.70,1614,
69.75,1606,
69.80,1598,
69.85,1590,
69.90,1582,
69.95,1575,
70.00,1567,
70.05,1559,
70.10,1552,
70.15,1544,
70.20,1537,
70.25,1529,
70.30,1522,
70.35,1514,
70.40,1507,
70.45,1499,
70.50,1492,
70.55,1485,
70.60,1478,
70.65,1470,
70.70,1463,
70.75,1456,
70.80,1449,
70.85,1442,
70.90,1435,
70.95,1428,
71.00,1421,
71.05,1414,
71.10,1407,
71.15,1400,
71.20,1393,
71.25,1387,
71.30,1380,
71.35,1373,
71.40,1367,
71.45,1360,
71.50,1354,
71.55,1347,
71.60,1340,
71.65,1334,
71.70,1327,
71.75,1321,
71.80,1314,
71.85,1308,
71.90,1302,
71.95,1295,
72.00,1289,
72.05,1283,
72.10,1277,
72.15,1271,
72.20,1264,
72.25,1258,
72.30,1252,
72.35,1246,
72.40,1240,
72.45,1234,
72.50,1228,
72.55,1223,
72.60,1217,
72.65,1211,
72.70,1205,
72.75,1199,
72.80,1193,
72.85,1187,
72.90,1182,
72.95,1176,
73.00,1171,
73.05,1165,
73.10,1159,
73.15,1154,
73.20,1148,
73.25,1143,
73.30,1137,
73.35,1132,
73.40,1126,
73.45,1121,
73.50,1115,
73.55,1110,
73.60,1105,
73.65,1099,
73.70,1094,
73.75,1089,
73.80,1084,
73.85,1079,
73.90,1074,
73.95,1069,
74.00,1064,
74.05,1058,
74.10,1053,
74.15,1048,
74.20,1043,
74.25,1038,
74.30,1033,
74.35,1028,
74.40,1023,
74.45,1019,
74.50,1014,
74.55,1009,
74.60,1004,
74.65,999,
74.70,994,
74.75,990,
74.80,985,
74.85,980,
74.90,976,
74.95,971,
75.00,966,
75.05,962,
75.10,957,
75.15,953,
75.20,948,
75.25,944,
75.30,939,
75.35,935,
75.40,930,
75.45,926,
75.50,922,
75.55,917,
75.60,913,
75.65,909,
75.70,904,
75.75,900,
75.80,896,
75.85,891,
75.90,887,
75.95,883,
76.00,879,
76.05,875,
76.10,871,
76.15,866,
76.20,862,
76.25,858,
76.30,854,
76.35,850,
76.40,846,
76.45,842,
76.50,838,
76.55,834,
76.60,830,
76.65,826,
76.70,822,
76.75,818,
76.80,815,
76.85,811,
76.90,807,
76.95,803,
77.00,800,
77.05,796,
77.10,792,
77.15,788,
77.20,784,
77.25,781,
77.30,777,
77.35,774,
77.40,770,
77.45,766,
77.50,762,
77.55,759,
77.60,755,
77.65,752,
77.70,748,
77.75,745,
77.80,741,
77.85,738,
77.90,734,
77.95,731,
78.00,727,
78.05,724,
78.10,721,
78.15,717,
78.20,714,
78.25,710,
78.30,707,
78.35,704,
78.40,700,
78.45,697,
78.50,694,
78.55,691,
78.60,687,
78.65,684,
78.70,681,
78.75,678,
78.80,675,
78.85,671,
78.90,668,
78.95,665,
79.00,662,
79.05,659,
79.10,656,
79.15,653,
79.20,650,
79.25,647,
79.30,644,
79.35,641,
79.40,638,
79.45,635,
79.50,632,
79.55,629,
79.60,626,
79.65,623,
79.70,620,
79.75,617,
79.80,614,
79.85,611,
79.90,609,
79.95,606,
80.00,603,
80.05,600,
80.10,597,
80.15,594,
80.20,592,
80.25,589,
80.30,586,
80.35,583,
80.40,581,
80.45,578,
80.50,576,
80.55,573,
80.60,570,
80.65,567,
80.70,565,
80.75,562,
80.80,559,
80.85,557,
80.90,554,
80.95,551,
81.00,549,
81.05,546,
81.10,544,
81.15,541,
81.20,539,
81.25,536,
81.30,534,
81.35,531,
81.40,529,
81.45,527,
81.50,524,
81.55,522,
81.60,519,
81.65,517,
81.70,514,
81.75,512,
81.80,510,
81.85,507,
81.90,505,
81.95,503,
82.00,500,
82.05,498,
82.10,496,
82.15,493,
82.20,491,
82.25,489,
82.30,486,
82.35,484,
82.40,482,
82.45,480,
82.50,478,
82.55,475,
82.60,473,
82.65,471,
82.70,469,
82.75,467,
82.80,464,
82.85,462,
82.90,460,
82.95,458,
83.00,456,
83.05,454,
83.10,452,
83.15,449,
83.20,447,
83.25,445,
83.30,443,
83.35,441,
83.40,439,
83.45,437,
83.50,435,
83.55,433,
83.60,431,
83.65,429,
83.70,427,
83.75,425,
83.80,423,
83.85,421,
83.90,419,
83.95,417,
84.00,415,
84.05,413,
84.10,411,
84.15,410,
84.20,408,
84.25,406,
84.30,404,
84.35,402,
84.40,400,
84.45,398,
84.50,396,
84.55,395,
84.60,393,
84.65,391,
84.70,389,
84.75,387,
84.80,386,
84.85,384,
84.90,382,
84.95,380,
85.00,379,
85.05,377,
85.10,375,
85.15,373,
85.20,372,
85.25,370,
85.30,368,
85.35,366,
85.40,365,
85.45,363,
85.50,361,
85.55,360,
85.60,358,
85.65,356,
85.70,355,
85.75,353,
85.80,351,
85.85,350,
85.90,348,
85.95,347,
86.00,345,
86.05,343,
86.10,342,
86.15,340,
86.20,339,
86.25,337,
86.30,336,
86.35,334,
86.40,333,
86.45,331,
86.50,329,
86.55,328,
86.60,326,
86.65,325,
86.70,323,
86.75,322,
86.80,321,
86.85,319,
86.90,318,
86.95,316,
87.00,315,
87.05,313,
87.10,312,
87.15,310,
87.20,309,
87.25,308,
87.30,306,
87.35,305,
87.40,303,
87.45,302,
87.50,301,
87.55,299,
87.60,298,
87.65,296,
87.70,295,
87.75,294,
87.80,292,
87.85,291,
87.90,289,
87.95,288,
88.00,287,
88.05,286,
88.10,284,
88.15,283,
88.20,282,
88.25,280,
88.30,279,
88.35,278,
88.40,277,
88.45,275,
88.50,274,
88.55,273,
88.60,272,
88.65,271,
88.70,269,
88.75,268,
88.80,267,
88.85,265,
88.90,264,
88.95,263,
89.00,262,
89.05,260,
89.10,259,
89.15,258,
89.20,257,
89.25,256,
89.30,255,
89.35,253,
89.40,252,
89.45,251,
89.50,250,
89.55,249,
89.60,247,
89.65,246,
89.70,245,
89.75,244,
89.80,243,
89.85,242,
89.90,241,
89.95,240,
90.00,239,
90.05,238,
90.10,237,
90.15,236,
90.20,234,
90.25,233,
90.30,232,
90.35,231,
90.40,230,
90.45,229,
90.50,228,
90.55,227,
90.60,226,
90.65,225,
90.70,224,
